,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"14 May, 2021",Acquisition -  Market Purchase,Cyient Associate Stock Option Scheme 2021 Trust,Trust,Qty 600000,Price 769.97,% Traded 0.55,Post Tnx Hold. 0.55%
1,"22 Mar, 2021",Disposal -  Market Sale,Ajay Aggarwal,KMP,Qty 4432,Price 688,% Traded 0.00,Post Tnx Hold. 0.02%
2,"18 Mar, 2021",Disposal -  Market Sale,JOHN PATRICK RENARD,Employee,Qty 3500,Price 665,% Traded 0.00,Post Tnx Hold. 0.05%
3,"18 Mar, 2021",Disposal -  Market Sale,CAROLINE JANE RENARD,Employees Immediate Relative,Qty 3200,Price 665,% Traded 0.00,Post Tnx Hold. 0.02%
4,"01 Mar, 2021",Disposal -  Market Sale,Ajay Aggarwal,KMP,Qty 5568,Price 660,% Traded 0.01,Post Tnx Hold. 0.02%
5,"05 Feb, 2021",Disposal -  Market Sale,Mary Katherine Cook,Employee,Qty 5000,Price 635,% Traded 0.00,Post Tnx Hold. 0%
6,"20 May, 2021",Disposal -  Indirect Sale,Mitsubishi UFJ Financial Group & PACs,Other,Qty 2242791,Price 0,% Traded 2.04,Post Tnx Hold. 3.65%
7,"20 Oct, 2020",Disposal -  Indirect Sale,Mitsubishi UFJ Financial Group & PACs,Other,Qty 2307113,Price 0,% Traded 2.10,Post Tnx Hold. 5.69%
8,"06 Aug, 2020",Acquisition -  Market,ICICI Prudential Mutual Fund,Other,Qty 30060,Price 0,% Traded 0.02,Post Tnx Hold. 5.01%
9,"24 Jul, 2020",Acquisition -  Market,FMR LLC & FIL Ltd,Other,Qty 60351,Price 0,% Traded 0.05,Post Tnx Hold. 5.02%
10,"30 Jun, 2020",Acquisition -  Market,Aditya Birla Sun Life Mutual Fund,Other,Qty 2122153,Price 0,% Traded 2.01,Post Tnx Hold. 5.1%
11,"12 May, 2020",Acquisition -  Market,Amansa Holdings Pvt Ltd,Other,Qty 2111780,Price 0,% Traded 0.00,Post Tnx Hold. 0%
