,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"30 Mar, 2021",Disposal -  Market Sale,BHAILAL AMIN GENERAL HOSPITAL,Promoter Group,Qty 200000,Price 940.24,% Traded 0.10,Post Tnx Hold. 0%
1,"26 Mar, 2021",Disposal -  Market Sale,UDAY EDUCATION SOCIETY,Promoter Group,Qty 200000,Price 935.25,% Traded 0.10,Post Tnx Hold. 0%
2,"24 Mar, 2021",Disposal -  Market Sale,UDAY EDUCATION SOCIETY,Promoter Group,Qty 404025,Price 931.02,% Traded 0.21,Post Tnx Hold. 0.1%
3,"24 Mar, 2021",Disposal -  Market Sale,BHAILAL AMIN GENERAL HOSPITAL,Promoter Group,Qty 80950,Price 931.36,% Traded 0.04,Post Tnx Hold. 0.1%
4,"24 Mar, 2021",Acquisition -  Market Purchase,ALEMBIC LIMITED,Promoter,Qty 284975,Price 935.36,% Traded 0.14,Post Tnx Hold. 28.41%
5,"05 Mar, 2021",Acquisition -  Market Purchase,SALOME PRANAV PARIKH,Directors Immediate Relative,Qty 575,Price 889.86,% Traded 0.00,Post Tnx Hold. 0%
6,"04 Nov, 2020", Indirect Acquisition,CRA Family Trust & PACs,Promoter,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 69.77%
7,"04 Nov, 2020", Indirect Acquisition,CRA Family Trust & PACs,Promoter,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 69.77%
8,"04 Nov, 2020", Indirect Acquisition,Pranav Chirayu Amin & PACs,Promoter,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 69.77%
9,"03 Jan, 2020", -,Pranav Chirayu Amin,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
10,"03 Jan, 2020", Indirect Acquisition,Pranav Chirayu Amin,Promoter,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 72.97%
11,"26 Dec, 2019",Acquisition -  ,Pranav Chirayu Amin,Other,Qty 62275,Price 0,% Traded 25.01,Post Tnx Hold. 0%
