,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"02 Jun, 2021",Disposal -  Market Sale,Achal Gupta,Employee,Qty 3000,Price 1061,% Traded 0.00,Post Tnx Hold. 0%
1,"02 Jun, 2021",Disposal -  Market Sale,Achal Gupta,Employee,Qty 1850,Price 1067,% Traded 0.00,Post Tnx Hold. 0%
2,"16 Mar, 2021",Disposal -  Market Sale,ATUL SHARMA,Designated Person,Qty 114,Price 1024,% Traded 0.00,Post Tnx Hold. 0.02%
3,"16 Mar, 2021",Disposal -  Market Sale,ATUL SHARMA,Designated Person,Qty 9886,Price 1030,% Traded 0.01,Post Tnx Hold. 0.01%
4,"11 Mar, 2021",Disposal -  Market Sale,ACHAL GUPTA,Designated Person,Qty 400,Price 1048,% Traded 0.00,Post Tnx Hold. 0.01%
5,"11 Mar, 2021",Disposal -  Market Sale,ACHAL GUPTA,Designated Person,Qty 250,Price 1020,% Traded 0.00,Post Tnx Hold. 0.01%
6,"30 Dec, 2020",Disposal -  Off Market / Inter se transfer,Rahulkumar Bajaj,Promoter,Qty 2355252,Price 0,% Traded 2.06,Post Tnx Hold. 0%
7,"30 Dec, 2020",Acquisition -  Off Market / Inter se transfer,Rishabh Family Trust,Promoter,Qty 471052,Price 0,% Traded 0.41,Post Tnx Hold. 0.41%
8,"30 Dec, 2020",Acquisition -  Off Market / Inter se transfer,Sanjali Family Trust,Promoter,Qty 262717,Price 0,% Traded 0.23,Post Tnx Hold. 0.23%
9,"30 Dec, 2020",Acquisition -  Off Market / Inter se transfer,Sanjana Kejriwal,Promoter,Qty 942100,Price 0,% Traded 0.82,Post Tnx Hold. 1.08%
10,"30 Dec, 2020",Acquisition -  Off Market / Inter se transfer,Sanjivnayan Bajaj,Promoter,Qty 416666,Price 0,% Traded 0.36,Post Tnx Hold. 0.37%
11,"30 Dec, 2020",Acquisition -  Off Market / Inter se transfer,Siddhant Family Trust,Promoter,Qty 262717,Price 0,% Traded 0.23,Post Tnx Hold. 0.23%
