,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"01 Apr, 2021",Disposal -  Market Sale,Balkrishna F. Shah HUF,Other,Qty 300,Price 1970,% Traded 0.00,Post Tnx Hold. 0.02%
1,"01 Apr, 2021",Disposal -  Market Sale,Balkrishna F. Shah HUF,Other,Qty 500,Price 2050,% Traded 0.00,Post Tnx Hold. 0.02%
2,"03 Dec, 2020",Disposal -  Market Sale,Balkrishna Shah,Designated Person,Qty 5100,Price 2058.82,% Traded 0.01,Post Tnx Hold. 0.04%
3,"03 Dec, 2020",Disposal -  Market Sale,S. N. Jetheliya,KMP,Qty 50,Price 1960,% Traded 0.00,Post Tnx Hold. 0.01%
4,"26 Nov, 2020",Disposal -  Market Sale,Balkrishna Shah,Designated Person,Qty 700,Price 1920,% Traded 0.00,Post Tnx Hold. 0.05%
5,"26 Nov, 2020",Disposal -  Market Sale,Shardaben Balkrishna Shah,Immediate Relative,Qty 100,Price 1890,% Traded 0.00,Post Tnx Hold. 0.01%
6,"07 Apr, 2018",Disposal -  Market,Bhadresh K Shah,Promoter,Qty 2999999,Price 0,% Traded 3.18,Post Tnx Hold. 58.45%
7,"26 Feb, 2016",Acquisition -  Market,Nalanda India Equity Fund Ltd,Other,Qty 1915744,Price 0,% Traded 2.03,Post Tnx Hold. 9.62%
8,"19 Sep, 2014",Acquisition -  -,Bhadresh K Shah,Other,Qty 18502025,Price 0,% Traded 19.62,Post Tnx Hold. 0%
9,"18 Sep, 2014",Acquisition -  Off Market / Inter se transfer,Bhadresh K Shah,Promoter,Qty 18502025,Price 0,% Traded 19.62,Post Tnx Hold. 61.62%
10,"18 Sep, 2014",Disposal -  Off Market / Inter se transfer,Bhadresh K Shah HUF,Promoter,Qty 18502025,Price 0,% Traded 19.62,Post Tnx Hold. 0%
11,"08 Sep, 2014",Acquisition -  ,Bhadresh K Shah,Promoter,Qty 18502025,Price 0,% Traded 19.62,Post Tnx Hold. 0%
