,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"29 May, 2021", Revocation Of Pledge,Gautam S. Adani & Rajesh S. Adani (on behalf of S.B. Adani Family Trust),Promoter Group,Qty 1000,Price 1238,% Traded 0.00,Post Tnx Hold. 24.58%
1,"17 May, 2021",Disposal -  Off Market,Harmonia Trade and Investment Limited,Promoter Group,Qty 21500000,Price 1075.55,% Traded 1.37,Post Tnx Hold. 0%
2,"17 May, 2021",Acquisition -  Off Market,Infinite Trade and Investment Limited,Promoter Group,Qty 21500000,Price 1075.55,% Traded 1.37,Post Tnx Hold. 1.37%
3,"22 Apr, 2021", Pledge Released,Gautam S. Adani & Rajesh S. Adani (on behalf of S.B. Adani Family Trust),Promoter Group,Qty 1000,Price 104400,% Traded 0.00,Post Tnx Hold. 24.58%
4,"22 Mar, 2021", Pledge Released,Gautam S. Adani & Rajesh S. Adani (on behalf of S.B. Adani Family Trust),Promoter Group,Qty 1023000,Price 1192.57,% Traded 0.07,Post Tnx Hold. 24.58%
5,"11 Mar, 2021", Pledge Released,Gautam S. Adani & Rajesh S. Adani (on behalf of S.B. Adani Family Trust),Promoter Group,Qty 111000,Price 1185.59,% Traded 0.01,Post Tnx Hold. 24.58%
6,"17 May, 2021",Disposal -  Inter-se Transfer,Harmonia Trade & Investment Ltd & PACs,Promoter,Qty 21500000,Price 0,% Traded 1.37,Post Tnx Hold. 0%
7,"17 May, 2021",Acquisition -  ,Infinite Trade & Investment Ltd,,Qty 21500000,Price 0,% Traded 1.37,Post Tnx Hold. 0%
8,"17 May, 2021",Acquisition -  Inter-se Transfer,Infinite Trade & Investment Ltd & PACs,Promoter,Qty 21500000,Price 0,% Traded 1.37,Post Tnx Hold. 1.37%
9,"06 May, 2021",Acquisition -  ,Infinite Trade & Investment Ltd,,Qty 21500000,Price 0,% Traded 1.37,Post Tnx Hold. 0%
10,"25 Feb, 2021", Release of Shares,SBICAP Trustee Company Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
11,"22 Jan, 2021",Disposal -  Transfer,Dome Trade & Investment Ltd & PACs,Promoter,Qty 56243571,Price 0,% Traded 3.60,Post Tnx Hold. 54.92%
