,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"02 Jun, 2021",Disposal -  ESOP,Bajaj Auto ESOP Trust,Other,Qty 100,Price 2942.65,% Traded 0.00,Post Tnx Hold. 0.04%
1,"02 Jun, 2021",Disposal -  ESOP,Bajaj Auto ESOP Trust,Other,Qty 60,Price 2942.65,% Traded 0.00,Post Tnx Hold. 0.04%
2,"26 May, 2021",Acquisition -  ESOP,Kailash Zanzari,Designated Person,Qty 500,Price 2942.65,% Traded 0.00,Post Tnx Hold. 0%
3,"26 May, 2021",Disposal -  Market Sale,K S GRIHAPATHY,Designated Person,Qty 2019,Price 4100,% Traded 0.00,Post Tnx Hold. 0%
4,"26 May, 2021",Disposal -  Market Sale,AJAY RAJINDER MOHAN SHARMA,Designated Person,Qty 543,Price 4100,% Traded 0.00,Post Tnx Hold. 0%
5,"26 May, 2021",Disposal -  ESOP,Bajaj Auto ESOP Trust,Other,Qty 100,Price 2942.65,% Traded 0.00,Post Tnx Hold. 0.04%
6,"04 Nov, 2020",Acquisition -  Market,Life Insurance Corporation of India,Other,Qty 5840300,Price 0,% Traded 2.01,Post Tnx Hold. 7.04%
7,"21 Jun, 2019",Acquisition -  Off Market,Maharashtra Scooters Ltd,Promoter,Qty 6774072,Price 0,% Traded 2.34,Post Tnx Hold. 53.52%
8,"09 Apr, 2019",Acquisition -  Market,Life Insurance Corporation of India,Other,Qty 32448,Price 0,% Traded 0.01,Post Tnx Hold. 5%
9,"18 Jul, 2014",Acquisition -  Market,Life Insurance Corporation of India,Other,Qty 153110,Price 0,% Traded 0.05,Post Tnx Hold. 5.02%
