,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"22 Nov, 2019",Disposal -  Market Sale,Rajnikant Sabnavis,Employee,Qty 129696,Price 179.01,% Traded 0.04,Post Tnx Hold. 0%
1,"22 Nov, 2019",Disposal -  Market Sale,Rajnikant Sabnavis,Employee,Qty 82546,Price 180.65,% Traded 0.02,Post Tnx Hold. 0%
2,"04 Nov, 2019",Disposal -  Market Sale,Sahyadri Agencies Limited,Promoter Group,Qty 15500000,Price 173.42,% Traded 4.22,Post Tnx Hold. 3.95%
3,"14 Dec, 2018",Acquisition -  Market Purchase,M. P. Ramachandran,Promoter,Qty 3366975,Price 185.45,% Traded 0.93,Post Tnx Hold. 39.12%
4,"14 Dec, 2018",Disposal -  Market Sale,S. Raghunandan,Employee,Qty 3620470,Price 185.45,% Traded 1.00,Post Tnx Hold. 0%
5,"19 Nov, 2018",Acquisition -  ESOP,S. Raghunandan,Employee,Qty 3620470,Price 1,% Traded 1.00,Post Tnx Hold. 0.99%
6,"20 Feb, 2020",Acquisition -  Market,Franklin Templeton Mutual Fund,Other,Qty 476074,Price 0,% Traded 0.13,Post Tnx Hold. 5.05%
7,"26 Nov, 2019", Pledge Released,Vistra ITCL (India) Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
8,"04 Nov, 2019",Disposal -  Market,Sahyadri Agencies Ltd & PACs,Promoter,Qty 15500000,Price 0,% Traded 4.22,Post Tnx Hold. 3.95%
9,"20 May, 2019", Release of Shares,Vistra ITCL (India) Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
10,"26 Mar, 2019",Disposal -  Market,ICICI Prudential Life Insurance Company Ltd,Other,Qty 7337610,Price 0,% Traded 2.00,Post Tnx Hold. 3.01%
11,"03 Dec, 2018", Pledge,Vistra ITCL (India) Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
