,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"01 Apr, 2021",Disposal -  Market Sale,DEEPAK J. MEHTA,Designated Person,Qty 1800,Price 1956.29,% Traded 0.01,Post Tnx Hold. 0.08%
1,"26 Mar, 2021",Disposal -  Market Sale,DEEPAK J. MEHTA,Designated Person,Qty 1478,Price 1975.65,% Traded 0.01,Post Tnx Hold. 0.09%
2,"24 Mar, 2021",Disposal -  Market Sale,DEEPAK J. MEHTA,Designated Person,Qty 1709,Price 1988.39,% Traded 0.01,Post Tnx Hold. 0.1%
3,"22 Mar, 2021",Acquisition -  Market Purchase,HITEN V. PAREKH,Promoter & Director,Qty 2167,Price 1949.88,% Traded 0.01,Post Tnx Hold. 12.74%
4,"22 Mar, 2021",Acquisition -  Market Purchase,NAYAN S. PAREKH,Promoter & Director,Qty 2726,Price 1948.97,% Traded 0.02,Post Tnx Hold. 14.75%
5,"22 Mar, 2021",Acquisition -  Market Purchase,MANISH V. PAREKH,Promoter & Director,Qty 2030,Price 1942.13,% Traded 0.01,Post Tnx Hold. 10.16%
6,"22 Jul, 2020",Acquisition -  Market,DSP Trustee Pvt Ltd & DSP Global Services (Mauritius) Ltd,Other,Qty 12016,Price 0,% Traded 0.08,Post Tnx Hold. 7.17%
7,"08 Apr, 2019",Acquisition -  Market,HDFC Mutual Fund,Other,Qty 50000,Price 0,% Traded 0.33,Post Tnx Hold. 5.32%
8,"22 Oct, 2018",Acquisition -  -,Hiten V Parekh Jt/w Smriti H Parekh & Others,Other,Qty 1427485,Price 0,% Traded 9.57,Post Tnx Hold. 0%
9,"22 Oct, 2018",Acquisition -  Off Market,Hiten V Parekh Jt/w Smriti H Parekh & PACs,Promoter,Qty 1427485,Price 0,% Traded 9.57,Post Tnx Hold. 38.36%
10,"22 Oct, 2018",Disposal -  Off Market,Vamanrai V Parekh Jt/w Nalini V Parekh & PACs,Promoter,Qty 1427485,Price 0,% Traded 9.57,Post Tnx Hold. 1.34%
11,"10 Oct, 2018",Acquisition -  ,Hitesh V Parekh J/w Smriti H Parekh & Others,Promoter,Qty 1427485,Price 0,% Traded 9.57,Post Tnx Hold. 0%
