,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"02 Apr, 2021",Disposal -  Market Sale,Smita Shankar Shetkar,Employee,Qty 60000,Price 46.23,% Traded 0.00,Post Tnx Hold. 0.01%
1,"02 Apr, 2021",Disposal -  Market Sale,Smita Shankar Shetkar,Employee,Qty 43839,Price 46.74,% Traded 0.00,Post Tnx Hold. 0.01%
2,"02 Apr, 2021",Disposal -  Market Sale,Varini V. Patel,Directors Immediate Relative,Qty 3055761,Price 46.66,% Traded 0.23,Post Tnx Hold. 3.07%
3,"19 Mar, 2021",Disposal -  Market Sale,Varini V. Patel,Directors Immediate Relative,Qty 3250000,Price 103.05,% Traded 0.24,Post Tnx Hold. 3.3%
4,"19 Mar, 2021",Disposal -  Market Sale,O3 Developers Private Limited (Formerly known as Infinium Natural Resources Investments Private Limited),Promoter Group,Qty 2606237,Price 104.93,% Traded 0.20,Post Tnx Hold. 0.44%
5,"15 Mar, 2021",Disposal -  Market Sale,Smita Shankar Shetkar,Employee,Qty 28001,Price 99.44,% Traded 0.00,Post Tnx Hold. 0.02%
6,"02 Apr, 2021",Disposal -  Market,Varini V Patel & PACs,Other,Qty 3055761,Price 0,% Traded 0.23,Post Tnx Hold. 16.05%
7,"17 Mar, 2021",Disposal -  Market,Varini V Patel & PACs,Other,Qty 1000100,Price 0,% Traded 0.15,Post Tnx Hold. 17.22%
8,"23 Aug, 2020",Acquisition -  Market,"Ravi Omprakash Agrawal, Suraj Omprakash Agrawal, Amita Ravi Agrawal & L7 Hitech Pvt Ltd",Other,Qty 12886036,Price 0,% Traded 1.94,Post Tnx Hold. 9.05%
9,"18 Jun, 2020",Acquisition -  Market,Ravi Omprakash Agrawal & Others,Other,Qty 1125155,Price 0,% Traded 0.17,Post Tnx Hold. 7.11%
10,"24 Apr, 2020",Acquisition -  Market Purchase,Ravi Omprakash Agrawal & Others,Other,Qty 4723505,Price 0,% Traded 0.71,Post Tnx Hold. 5.65%
11,"04 Jan, 2020",Disposal -  Market,Tripwheels & Drive Pvt Ltd & PACs,Promoter,Qty 754440,Price 0,% Traded 0.11,Post Tnx Hold. 32.33%
