,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"02 Sep, 2020",Acquisition -  Market Purchase,Anirudha Gupta,Directors Immediate Relative,Qty 169,Price 981.72,% Traded 0.00,Post Tnx Hold. 0.02%
1,"02 Sep, 2020",Acquisition -  Market Purchase,Anirudha Gupta,Employees Immediate Relative,Qty 1660,Price 966.83,% Traded 0.01,Post Tnx Hold. 0.02%
2,"24 Aug, 2020",Disposal -  Market Sale,Anirudha Gupta,Directors Immediate Relative,Qty 1829,Price 993.06,% Traded 0.01,Post Tnx Hold. 0.02%
3,"22 Jan, 2020",Disposal -  Allotment,Pradip Kumar Gupta jointly with wife Minakshi Gupta Revised,Directors Immediate Relative,Qty 3800,Price 1132.03,% Traded 0.02,Post Tnx Hold. 0.01%
4,"03 Jan, 2020",Disposal -  Market,Pradip Kumar Gupta Jointly Minakshi Gupta,Director,Qty 3800,Price 1132.03,% Traded 0.02,Post Tnx Hold. 0%
5,"28 Dec, 2018",Disposal -  Market,Mrs. Monika Dutta,Immediate Relative,Qty 2300,Price 1156.61,% Traded 0.01,Post Tnx Hold. 0%
6,"23 Jun, 2017",Acquisition -  Market,Reliance Capital Trustee Co Ltd,Other,Qty 50000,Price 0,% Traded 0.24,Post Tnx Hold. 9.27%
7,"20 Jun, 2017",Disposal -  Market,ACACIA Banyan Partners & Others,Other,Qty 178331,Price 0,% Traded 0.00,Post Tnx Hold. 0%
8,"03 Mar, 2017",Acquisition -  Market,Reliance Capital Trustee Co Ltd,Other,Qty 17000,Price 0,% Traded 0.08,Post Tnx Hold. 7.24%
9,"02 Feb, 2017",Disposal -  Market,ACACIA Banyan Partners & Others,Other,Qty 13785,Price 0,% Traded 0.00,Post Tnx Hold. 0%
10,"27 Sep, 2016",Acquisition -  Market,Reliance Capital Trustee Co Ltd,Other,Qty 207000,Price 0,% Traded 1.01,Post Tnx Hold. 5.2%
