,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"24 Sep, 2020",Disposal -  Market Sale,Ajay Gupta,Designated Person,Qty 1220,Price 1236,% Traded 0.00,Post Tnx Hold. 0%
1,"24 Jun, 2020",Disposal -  Inter-se Transfer,"Siemens Aktiengesellschaft, Germany",Promoter,Qty 169882943,Price 1073.5,% Traded 47.72,Post Tnx Hold. 0%
2,"24 Jun, 2020",Acquisition -  Inter-se Transfer,Siemens International Holding B.V.,Promoter,Qty 169882943,Price 1073.5,% Traded 47.72,Post Tnx Hold. 47.7%
3,"12 Mar, 2018",Disposal -  Market,Nawal Dalal,Other,Qty 55,Price 1113,% Traded 0.00,Post Tnx Hold. 0%
4,"12 Mar, 2018",Disposal -  Market,Meena Dalal,Immediate Relative,Qty 1000,Price 1109.36,% Traded 0.00,Post Tnx Hold. 0%
5,"18 Sep, 2017",Disposal -  Market,Pramod Kumar Bhambani,Other,Qty 3650,Price 1367.88,% Traded 0.00,Post Tnx Hold. 0%
6,"16 Oct, 2020",Acquisition -  Market,Life Insurance Corporation of India,Other,Qty 7127028,Price 0,% Traded 2.00,Post Tnx Hold. 7.19%
7,"24 Jun, 2020",Disposal -  Inter-se Transfer,"Siemens Aktiengesellschaft, Germany",Promoter,Qty 169882943,Price 0,% Traded 47.70,Post Tnx Hold. 0%
8,"24 Jun, 2020",Acquisition -  ,Siemens International Holding B.V,,Qty 169882943,Price 0,% Traded 47.70,Post Tnx Hold. 0%
9,"24 Jun, 2020",Acquisition -  Inter-se Transfer,Siemens International Holding B.V.,Promoter,Qty 169882943,Price 0,% Traded 47.70,Post Tnx Hold. 47.7%
10,"17 Jun, 2020",Acquisition -  ,Siemens International Holdings B.V.,Promoter,Qty 169882943,Price 0,% Traded 47.70,Post Tnx Hold. 0%
11,"20 May, 2020",Acquisition -  Inter-se Transfer,Seimens Gas and Power Holding B.V,Promoter,Qty 85468862,Price 0,% Traded 24.00,Post Tnx Hold. 24%
