,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"25 Feb, 2021",Acquisition -  Market Purchase,Rajani Seshadri,Immediate Relative,Qty 1200,Price 814.04,% Traded 0.00,Post Tnx Hold. 0.03%
1,"09 Dec, 2020",Acquisition -  Market Purchase,Rajani Seshadri,Immediate Relative,Qty 773,Price 664.04,% Traded 0.00,Post Tnx Hold. 0.03%
2,"08 Dec, 2020",Acquisition -  Market Purchase,Rajani Seshadri,Immediate Relative,Qty 446,Price 627.25,% Traded 0.00,Post Tnx Hold. 0.03%
3,"04 Dec, 2020",Acquisition -  Market Purchase,Rajani Seshadri,Immediate Relative,Qty 781,Price 620.95,% Traded 0.00,Post Tnx Hold. 0.03%
4,"03 Dec, 2020",Acquisition -  Market Purchase,Rajani Seshadri,Immediate Relative,Qty 1000,Price 604.97,% Traded 0.00,Post Tnx Hold. 0.03%
5,"03 Dec, 2020",Acquisition -  Market Purchase,Rajani Seshadri,Immediate Relative,Qty 2000,Price 619.95,% Traded 0.00,Post Tnx Hold. 0.03%
6,"13 Aug, 2019",Acquisition -  -,Ashaita Mahajan,Other,Qty 100000,Price 0,% Traded 0.09,Post Tnx Hold. 0%
7,"05 Aug, 2019",Acquisition -  ,Aakil Anand Mahajan & Ashaita Mahajan,Promoter,Qty 200000,Price 0,% Traded 0.18,Post Tnx Hold. 0%
8,"08 Oct, 2018",Disposal -  Market,SBI Mutual Fund under its various schemes,Other,Qty 261339,Price 0,% Traded 0.24,Post Tnx Hold. 288%
9,"07 Sep, 2018",Acquisition -  -,Aakil Anand Mahajan & Ashaita Mahajan,Other,Qty 200000,Price 0,% Traded 0.18,Post Tnx Hold. 0%
10,"31 Aug, 2018",Acquisition -  ,Aakil Anand Mahajan & Ashaita Mahajan,Promoter,Qty 200000,Price 0,% Traded 0.18,Post Tnx Hold. 0%
11,"16 Oct, 2017",Acquisition -  -,Nina G Bharucha & PACs,Other,Qty 1780544,Price 0,% Traded 0.00,Post Tnx Hold. 0%
