,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"31 Dec, 2020", Creation Of Pledge,Gautam Rasiklal Ashra (Revised),Promoter,Qty 70000,Price 158.9,% Traded 0.07,Post Tnx Hold. 2.83%
1,"31 Dec, 2020", Creation Of Pledge,Arjun Gautam Ashra (Revised),Promoter Group,Qty 70000,Price 158.9,% Traded 0.07,Post Tnx Hold. 4.89%
2,"12 Nov, 2020", Creation Of Pledge,Gautam Rasiklal Ashra,Promoter,Qty 70000,Price 158.9,% Traded 0.07,Post Tnx Hold. 2.76%
3,"12 Nov, 2020", Creation Of Pledge,Arjun Gautam Ashra,Promoter Group,Qty 70000,Price 158.9,% Traded 0.07,Post Tnx Hold. 4.83%
4,"23 Apr, 2019",Disposal -  Inter-se Transfer,Mr. Gautam Rasiklal Ashra,Promoter & Director,Qty 49000,Price 0,% Traded 0.05,Post Tnx Hold. 2.83%
5,"23 Apr, 2019",Acquisition -  Inter-se Transfer,Mr. Arjun Gautam Ashra,Promoter,Qty 49000,Price 0,% Traded 0.05,Post Tnx Hold. 4.89%
6,"18 May, 2021",Disposal -  Market,Polus Global Fund,Other,Qty 506025,Price 0,% Traded 0.49,Post Tnx Hold. 4.62%
7,"11 Sep, 2020",Acquisition -  Market,Life Insurance Corporation of India,Other,Qty 150000,Price 0,% Traded 0.14,Post Tnx Hold. 5.11%
8,"20 May, 2019",Acquisition -  Market,Polus Global Fund,Other,Qty 425000,Price 0,% Traded 0.41,Post Tnx Hold. 5.3%
9,"11 Feb, 2019",Disposal -  Market,Polus Global Fund,Other,Qty 4200000,Price 0,% Traded 4.07,Post Tnx Hold. 4.89%
10,"02 Feb, 2019",Disposal -  Market Sale,Narsimha Shibroor Kamath,Promoter,Qty 3660000,Price 0,% Traded 3.55,Post Tnx Hold. 33.31%
11,"02 Feb, 2019",Disposal -  Market Sale,Mamta Gautam Ashra,Promoter,Qty 1980333,Price 0,% Traded 1.92,Post Tnx Hold. 0%
