,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"21 May, 2021",Disposal -  Market Sale,RUPA VIPUL SHAH,Employees Immediate Relative,Qty 250,Price 1079.49,% Traded 0.00,Post Tnx Hold. 0%
1,"17 Mar, 2021", Creation Of Pledge,Nabab Consultants LLP,Other,Qty 100000,Price 1318,% Traded 0.14,Post Tnx Hold. 0.45%
2,"17 Mar, 2021", Creation Of Pledge,CHANDRAVADAN B SHAH HUF,Other,Qty 95000,Price 1297,% Traded 0.14,Post Tnx Hold. 0.51%
3,"11 Mar, 2021",Acquisition -  Market Purchase,DESHANA DEVAL SHAH,Other,Qty 250,Price 1359.84,% Traded 0.00,Post Tnx Hold. 0%
4,"02 Mar, 2021", Creation Of Pledge,Nabab Consultants LLP,Other,Qty 200000,Price 1115,% Traded 0.29,Post Tnx Hold. 0.45%
5,"23 Feb, 2021", Pledge Released,Chandravadan B Shah HUF,Other,Qty 355000,Price 1045,% Traded 0.51,Post Tnx Hold. 0.51%
6,"29 Jun, 2020",Disposal -  Market,Achal Anil Bakeri & PACs,Promoter,Qty 1000,Price 0,% Traded 0.00,Post Tnx Hold. 75%
7,"29 Jun, 2020",Acquisition -  Market,Rupa Bakeri Family Trust & PACs,Promoter,Qty 1000,Price 0,% Traded 0.00,Post Tnx Hold. 75%
8,"19 Mar, 2020",Acquisition -  Market,Axis Capital Builder Fund Series 1 & Other Schemes of Axis Mutual Fund,Other,Qty 95000,Price 0,% Traded 0.14,Post Tnx Hold. 5.13%
9,"01 Apr, 2019", Market,Hirva Bakeri Family Trust & PACs,Promoter,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 75%
10,"29 Mar, 2019", Market,Achal Anil Bakeri & PAC,Promoter,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 75%
11,"15 Feb, 2019", Inter-se Transfer,Achal Bakeri Family Trust,Promoter,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 75%
