,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"31 Mar, 2021", Revocation Of Pledge,TATA SONS PRIVATE LIMITED,Promoter,Qty 4839200,Price 615.2,% Traded 0.53,Post Tnx Hold. 29.36%
1,"12 Nov, 2020",Acquisition -  Market Purchase,Ruma Rao,Designated Person,Qty 2000,Price 503.07,% Traded 0.00,Post Tnx Hold. 0%
2,"22 Sep, 2020",Acquisition -  Market Purchase,S Santhanakrishnan,Director,Qty 1500,Price 547.22,% Traded 0.00,Post Tnx Hold. 0%
3,"22 Sep, 2020",Acquisition -  Market Purchase,S Santhanakrishnan,Director,Qty 500,Price 542.09,% Traded 0.00,Post Tnx Hold. 0%
4,"04 Jun, 2018", Pledge Released,TATA SONS LIMITED,Promoter,Qty 2827850,Price 263.35,% Traded 0.45,Post Tnx Hold. 29.48%
5,"20 Sep, 2017",Acquisition -  Inter-se Transfer,Tata Sons Ltd,Promoter,Qty 43175140,Price 213.35,% Traded 6.84,Post Tnx Hold. 29.48%
6,"23 Mar, 2021",Acquisition -  Market,"Mitsubishi UFJ Financial Group, Inc. & PACs",Other,Qty 1683775,Price 0,% Traded 0.18,Post Tnx Hold. 5.05%
7,"17 Mar, 2020",Disposal -  Indirect Sale,Mitsubishi UFJ Financial Group & PACs,Other,Qty 2319454,Price 0,% Traded 2.01,Post Tnx Hold. 3.59%
8,"21 Feb, 2020",Disposal -  Indirect Sale,Mitsubishi UFJ Financial Group (MUFG) & PACs,Other,Qty 13599395,Price 0,% Traded 2.15,Post Tnx Hold. 5.6%
9,"21 Feb, 2020",Disposal -  Indirect Sale,Mitsubishi UFJ Financial Group (MUFG) & PACs,Other,Qty 13599395,Price 0,% Traded 2.15,Post Tnx Hold. 5.6%
10,"18 Nov, 2019",Disposal -  Indirect Sale,Mitsubishi UFJ Financial Group (MUFG) & PACs,Other,Qty 13690096,Price 0,% Traded 2.17,Post Tnx Hold. 7.76%
11,"06 Aug, 2019",Acquisition -  Indirect Acquisition,Mitsubishi UFJ Financial Group (MUFG) & PACs,Other,Qty 62646883,Price 0,% Traded 9.93,Post Tnx Hold. 9.93%
