,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"10 Mar, 2021",Disposal -  Market,IDBI Bank Ltd,Connected Person,Qty 42991276,Price 10.69,% Traded 2.02,Post Tnx Hold. 6.53%
1,"29 Jun, 2018",Acquisition -  Open Offer,Wilmar Sugar Holdings Pte. Ltd,Promoter,Qty 378868400,Price 16.29,% Traded 19.76,Post Tnx Hold. 58.34%
2,"27 Jun, 2018",Disposal -  Open Offer,Shilpa Parandekar,Directors Immediate Relative,Qty 150000,Price 16.29,% Traded 0.01,Post Tnx Hold. 0%
3,"26 Jun, 2018",Disposal -  Open Offer,Surender Kumar Tuteja,Director,Qty 60000,Price 16.28,% Traded 0.00,Post Tnx Hold. 0%
4,"18 Jun, 2018",Disposal -  Market,Shripad Nerlikar,Other,Qty 346000,Price 16.12,% Traded 0.02,Post Tnx Hold. 0.01%
5,"07 Jun, 2018",Disposal -  Market,Sanjay Khatau Asher,Director,Qty 145000,Price 16,% Traded 0.01,Post Tnx Hold. 0%
6,"27 May, 2021",Disposal -  Market,IDBI Bank Ltd,Other,Qty 44162734,Price 0,% Traded 2.07,Post Tnx Hold. 2.34%
7,"04 May, 2021",Disposal -  Market,IDBI Bank Ltd,Other,Qty 45067818,Price 0,% Traded 2.12,Post Tnx Hold. 4.41%
8,"09 Mar, 2021",Disposal -  Market Sale,IDBI Bank Ltd,Other,Qty 42991276,Price 0,% Traded 2.02,Post Tnx Hold. 6.53%
9,"23 Sep, 2020",Acquisition -  Pref. Allotment,Wilmar Sugar Holdings Pte Ltd,Promoter,Qty 211670481,Price 0,% Traded 9.94,Post Tnx Hold. 62.48%
10,"28 Jun, 2018", Pledge Released,Kotak Mahindra Investments Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
11,"28 Jun, 2018", Pledge Released,Kotak Mahindra Prime Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
