,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"04 Jun, 2021",Disposal -  Market Sale,K. B. Sankar Rao,Director,Qty 23000,Price 326.93,% Traded 0.01,Post Tnx Hold. 1.24%
1,"28 May, 2021",Disposal -  Market Sale,K. B. Sankar Rao,Director,Qty 59800,Price 318.19,% Traded 0.02,Post Tnx Hold. 1.25%
2,"25 May, 2021",Disposal -  Market Sale,K. B. Sankar Rao,Director,Qty 109000,Price 321.22,% Traded 0.04,Post Tnx Hold. 1.27%
3,"21 May, 2021",Disposal -  Market Sale,K. B. Sankar Rao,Director,Qty 124000,Price 324.35,% Traded 0.05,Post Tnx Hold. 1.31%
4,"18 May, 2021",Disposal -  Market Sale,K. B. Sankar Rao,Director,Qty 155000,Price 325.59,% Traded 0.06,Post Tnx Hold. 1.36%
5,"20 Apr, 2021", Pledge Released,Krishna Prasad Chigurupati,Promoter,Qty 1793000,Price 342,% Traded 0.72,Post Tnx Hold. 34.84%
6,"22 Sep, 2020",Acquisition -  Market,FMR LLC & FIL Ltd,Other,Qty 399135,Price 0,% Traded 0.16,Post Tnx Hold. 5.04%
7,"04 Sep, 2020", Release Of Pledge,IDBI Trusteeship Services Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
8,"02 Jul, 2020", Release Of Pledge,IDBI Trusteeship Services Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
9,"03 Apr, 2020", Pledge,IDBI Trusteeship Services Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
10,"06 Mar, 2020", Pledge Released,IDBI Trusteeship Services Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
11,"02 Dec, 2019", Release Of Encumbrances,IDBI Trusteeship Services Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
