,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"02 Jun, 2021", Creation Of Pledge,SUNEETA REDDY,Promoter & Director,Qty 860000,Price 3149.3,% Traded 0.62,Post Tnx Hold. 3.05%
1,"01 Apr, 2021", Pledge Released,K VISHWESHWAR REDDY,Promoter,Qty 220916,Price 2902.46,% Traded 0.16,Post Tnx Hold. 1.1%
2,"01 Apr, 2021", Creation Of Pledge,K VISHWESHWAR REDDY,Promoter,Qty 200000,Price 2902.5,% Traded 0.14,Post Tnx Hold. 1.1%
3,"23 Mar, 2021", Pledge Released,PREETHA REDDY,Promoter & Director,Qty 75000,Price 2934.67,% Traded 0.05,Post Tnx Hold. 1.53%
4,"23 Mar, 2021", Pledge Released,SUNEETA REDDY,Promoter & Director,Qty 1220000,Price 2958.69,% Traded 0.88,Post Tnx Hold. 3.05%
5,"23 Mar, 2021", Creation Of Pledge,SUNEETA REDDY,Promoter & Director,Qty 375000,Price 2934.67,% Traded 0.27,Post Tnx Hold. 3.05%
6,"15 Apr, 2021",Acquisition -  Market,Sands Capital Management LLC,Other,Qty 2797377,Price 0,% Traded 2.01,Post Tnx Hold. 7.01%
7,"12 Apr, 2021",Acquisition -  Market,Sands Capital Management LLC,Other,Qty 5626282,Price 0,% Traded 4.04,Post Tnx Hold. 9.05%
8,"06 Nov, 2020",Disposal -  Market,Life Insurance Corporation of India,Other,Qty 2805793,Price 0,% Traded 2.01,Post Tnx Hold. 2.98%
9,"03 Apr, 2020",Disposal -  Inter-se Transfer,Aditya Reddy,Promoter,Qty 200000,Price 0,% Traded 0.14,Post Tnx Hold. 0.01%
10,"03 Apr, 2020",Disposal -  Inter-se Transfer,Sindoori Reddy,Promoter,Qty 200000,Price 0,% Traded 0.14,Post Tnx Hold. 0.23%
11,"03 Apr, 2020",Acquisition -  Inter-se Transfer,Suneeta Reddy,Promoter,Qty 400000,Price 0,% Traded 0.29,Post Tnx Hold. 0.1%
