,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"25 May, 2021",Disposal -  Market Sale,Prameela Kalive,Employee,Qty 15322,Price 283.59,% Traded 0.01,Post Tnx Hold. 0.03%
1,"24 May, 2021",Disposal -  Market Sale,Prameela Kalive,Employee,Qty 4678,Price 280,% Traded 0.00,Post Tnx Hold. 0.04%
2,"20 May, 2021",Acquisition -  ESOP,Prameela Kalive,Employee,Qty 3930,Price 285.57,% Traded 0.00,Post Tnx Hold. 0.04%
3,"23 Mar, 2021",Disposal -  Market Sale,Prameela Kalive,Employee,Qty 8000,Price 290,% Traded 0.00,Post Tnx Hold. 0.03%
4,"30 Nov, 2020",Disposal -  Market Sale,Prameela Kalive,Employee,Qty 8430,Price 221.93,% Traded 0.00,Post Tnx Hold. 0.04%
5,"05 Aug, 2020",Disposal -  Market Sale,Vikas Vijaywargiya,Designated Person,Qty 4500,Price 164.95,% Traded 0.00,Post Tnx Hold. 0%
6,"01 Sep, 2020",Disposal -  Market,"FMR LLC, FIL Ltd & its direct and indirect susbidiaries",Other,Qty 778100,Price 0,% Traded 0.35,Post Tnx Hold. 3.46%
7,"28 May, 2020",Disposal -  Release Of Pledge,Deutsche Bank AG,Other,Qty 27575,Price 0,% Traded 0.00,Post Tnx Hold. 0%
8,"21 Apr, 2020",Disposal -  Market,FMR LLC & FIL Ltd,Other,Qty 1100000,Price 0,% Traded 0.49,Post Tnx Hold. 5.64%
9,"04 Mar, 2019",Acquisition -  Market,Amansa Holdings Pvt Ltd,Other,Qty 2096600,Price 0,% Traded 0.00,Post Tnx Hold. 0%
10,"21 Sep, 2018", Creation Of Encumbrance,Deutsche Bank AG,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0.01%
11,"19 Sep, 2018",Acquisition -  Pledge,Deutsche Bank A.G.,Other,Qty 51506470,Price 0,% Traded 22.89,Post Tnx Hold. 22.89%
