,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"03 May, 2021", Pledge Released,D. PRADYUMNA,Designated Person,Qty 6980,Price 3779.75,% Traded 0.00,Post Tnx Hold. 0%
1,"01 Apr, 2021",Disposal -  Market Sale,Y.Venkateswara Rao,Designated Person,Qty 1000,Price 3575.02,% Traded 0.00,Post Tnx Hold. 0%
2,"01 Apr, 2021",Disposal -  Market Sale,Y.Venkateswara Rao,Designated Person,Qty 500,Price 3604.74,% Traded 0.00,Post Tnx Hold. 0%
3,"30 Mar, 2021",Disposal -  Market Sale,Y. Rama Devi,Employees Immediate Relative,Qty 400,Price 3507.25,% Traded 0.00,Post Tnx Hold. 0%
4,"26 Mar, 2021", Creation Of Pledge,S Rama Krishna,Designated Person,Qty 2800,Price 3405.95,% Traded 0.00,Post Tnx Hold. 0.01%
5,"25 Mar, 2021", Creation Of Pledge,Sirisha Mandava,Designated Person,Qty 2000,Price 3450,% Traded 0.00,Post Tnx Hold. 0%
6,"15 Mar, 2019",Disposal -  Market,Reliance Nippon Life Asset Management Ltd,Other,Qty 83580,Price 0,% Traded 0.03,Post Tnx Hold. 3.01%
7,"31 Oct, 2018",Acquisition -  Inter-se Transfer,Divi Satchandra Kiran,Promoter,Qty 8000000,Price 0,% Traded 3.01,Post Tnx Hold. 20.34%
8,"31 Oct, 2018",Disposal -  Inter-se Transfer,Murali Krishna Prasad Divi,Promoter,Qty 8000000,Price 0,% Traded 3.01,Post Tnx Hold. 2.85%
9,"10 Jul, 2017",Acquisition -  Market,SBI Mutual Fund,,Qty 188637,Price 0,% Traded 0.07,Post Tnx Hold. 5.05%
