,0,1,2,3,4,5,6
0,Profit & Loss account of Allcargo Logistics (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1606.90,1497.09,1184.30,1169.58,1188.11,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],1606.90,1497.09,1184.30,1169.58,1188.11,
6,Total Operating Revenues,1619.31,1507.77,1196.31,1173.59,1205.28,
7,Other Income,116.09,159.15,51.10,26.42,40.89,
8,Total Revenue,1735.40,1666.92,1247.41,1200.01,1246.17,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,1184.83,1081.25,802.79,743.71,763.53,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,133.42,128.97,97.65,95.23,107.22,
14,Finance Costs,63.25,31.06,22.88,23.73,25.48,
15,Depreciation And Amortisation Expenses,115.05,98.33,101.68,98.37,100.31,
16,Other Expenses,126.45,103.66,137.39,101.79,99.86,
17,Total Expenses,1623.00,1443.27,1162.39,1062.83,1096.40,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",112.40,223.65,85.02,137.18,149.77,
19,Exceptional Items,153.64,-28.50,-54.55,0.00,0.00,
20,Profit/Loss Before Tax,266.04,195.15,30.47,137.18,149.77,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,85.04,45.37,21.86,38.88,38.33,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,2.57,
24,Deferred Tax,-38.75,-41.04,-20.26,-8.02,-10.14,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,46.29,4.33,1.60,30.86,25.62,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,219.75,190.82,28.87,106.32,124.15,
28,Profit/Loss From Continuing Operations,219.75,190.82,28.87,106.32,124.15,
29,Profit/Loss For The Period,219.75,190.82,28.87,106.32,124.15,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),8.94,7.77,1.18,4.24,4.93,
33,Diluted EPS (Rs.),8.94,7.77,1.18,4.24,4.93,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,1.60,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,16.22,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,73.69,135.13,49.14,0.00,37.81,
42,Tax On Dividend,15.15,27.78,5.55,0.00,4.89,
43,Equity Dividend Rate (%),150.00,175.00,100.00,100.00,100.00,
