,0,1,2,3,4,5,6
0,Profit & Loss account of Canara Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,50405.00,36075.88,34319.28,29096.44,29585.67,
4,Income from Investments,16859.20,11335.88,10937.51,10412.10,10711.29,
5,Interest on Balance with RBI and Other Inter-Bank funds,1851.53,1400.27,828.01,646.99,768.20,
6,Others,124.06,122.97,725.54,1096.56,322.49,
7,Total Interest Earned,69239.79,48934.99,46810.34,41252.09,41387.64,
8,Other Income,15285.29,7813.15,6574.96,6942.85,7554.40,
9,Total Income,84525.08,56748.14,53385.30,48194.94,48942.04,
10,EXPENDITURE,,,,,,
11,Interest Expended,45177.62,35811.08,32332.22,29088.76,31515.87,
12,Payments to and Provisions for Employees,12689.96,7134.18,5675.11,5444.11,4915.09,
13,Depreciation,0.00,432.16,416.84,445.05,327.54,
14,Operating Expenses (excludes Employee Cost & Depreciation),6648.23,4010.89,4370.26,3668.78,3269.65,
15,Total Operating Expenses,19338.19,11577.23,10462.21,9557.94,8512.28,
16,Provision Towards Income Tax,1149.64,480.15,-2674.42,2338.62,520.00,
17,Provision Towards Deferred Tax,0.00,0.00,0.00,0.00,0.00,
18,Other Provisions and Contingencies,16302.05,11115.39,12918.28,0.00,7271.97,
19,Total Provisions and Contingencies,17451.69,11595.54,10243.86,13770.48,7791.97,
20,Total Expenditure,81967.50,58983.86,53038.28,52417.18,47820.12,
21,Net Profit / Loss for The Year,2557.58,-2235.72,347.02,-4222.24,1121.92,
22,Net Profit / Loss After EI & Prior Year Items,2557.58,-2235.72,347.02,-4222.24,1121.92,
23,Profit / Loss Brought Forward,0.00,0.00,0.00,-2748.90,0.00,
24,Total Profit / Loss available for Appropriations,0.00,-2235.72,347.02,-6971.14,1121.92,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,0.00,86.76,0.00,281.00,
27,Transfer To / From Capital Reserve,0.00,0.00,233.00,0.00,777.00,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,0.00,0.00,0.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,63.92,0.00,
30,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
31,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
32,Balance Carried Over To Balance Sheet,0.00,-2235.72,0.00,-7035.06,63.92,
33,Total Appropriations,0.00,-2235.72,347.02,-6971.14,1121.92,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),16.91,-26.50,4.71,-70.47,20.63,
37,Diluted EPS (Rs.),16.91,-26.50,4.71,-70.47,20.63,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,10.00,
