,0,1,2,3,4,5,6
0,Profit & Loss account of Axis Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,47918.86,48302.97,41322.02,34137.47,33124.96,
4,Income from Investments,12558.21,11246.03,11349.07,9983.30,9622.82,
5,Interest on Balance with RBI and Other Inter-Bank funds,1037.88,1095.26,693.35,387.83,503.84,
6,Others,2130.34,1990.90,1621.33,1271.71,1290.54,
7,Total Interest Earned,63645.29,62635.16,54985.77,45780.31,44542.16,
8,Other Income,14838.20,15536.56,13130.34,10967.09,11691.31,
9,Total Income,78483.49,78171.72,68116.11,56747.40,56233.47,
10,EXPENDITURE,,,,,,
11,Interest Expended,34406.17,37428.95,33277.60,27162.58,26449.04,
12,Payments to and Provisions for Employees,6164.01,5321.00,4747.32,4312.96,3891.86,
13,Depreciation,0.00,772.95,709.72,568.10,508.80,
14,Operating Expenses (excludes Employee Cost & Depreciation),12211.14,11210.67,10376.36,9109.29,7799.24,
15,Total Operating Expenses,18375.15,17304.62,15833.41,13990.34,12199.91,
16,Provision Towards Income Tax,2217.34,2891.25,3009.84,1671.19,4988.90,
17,Provision Towards Deferred Tax,0.00,385.76,-712.36,-1825.30,-3200.62,
18,Other Provisions and Contingencies,16896.33,18533.91,12031.02,15472.91,12116.96,
19,Total Provisions and Contingencies,19113.67,21810.92,14328.50,15318.80,13905.24,
20,Total Expenditure,71894.99,76544.50,63439.50,56471.72,52554.19,
21,Net Profit / Loss for The Year,6588.50,1627.22,4676.61,275.68,3679.28,
22,Net Profit / Loss After EI & Prior Year Items,6588.50,1627.22,4676.61,275.68,3679.28,
23,Profit / Loss Brought Forward,0.00,24323.00,23043.05,24448.33,23766.46,
24,Total Profit / Loss available for Appropriations,0.00,25950.21,27719.66,24724.01,27445.74,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,406.80,1169.15,68.92,919.82,
27,Transfer To / From Capital Reserve,0.00,340.52,125.09,101.66,755.57,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,0.00,0.00,0.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,0.00,0.00,
30,Equity Share Dividend,0.00,0.00,0.00,1405.28,1407.43,
31,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
32,Balance Carried Over To Balance Sheet,0.00,24585.17,25928.28,23043.05,24448.33,
33,Total Appropriations,0.00,25950.21,27719.66,24724.01,27445.74,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),22.15,5.99,18.20,1.13,15.40,
37,Diluted EPS (Rs.),22.09,5.97,18.09,1.12,15.34,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),0.00,0.00,50.00,0.00,250.00,
