,0,1,2,3,4,5,6
0,Profit & Loss account of ACC (in Rs. Cr.),Dec 20,Dec 19,Dec 18,Dec 17,Dec 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],13486.83,15343.11,14477.47,13846.54,12465.79,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,915.59,1529.38,
5,Revenue From Operations [Net],13486.83,15343.11,14477.47,12930.95,10936.41,
6,Total Operating Revenues,13784.54,15656.65,14801.35,13284.60,11158.34,
7,Other Income,203.98,311.21,138.50,131.65,112.71,
8,Total Revenue,13988.52,15967.86,14939.85,13416.25,11271.05,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,4245.47,5389.44,5368.35,4696.97,3744.36,
11,Operating And Direct Expenses,3431.81,4050.06,4011.41,3450.97,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",142.41,100.81,-124.98,-14.90,16.99,
13,Employee Benefit Expenses,839.07,863.97,881.06,818.95,778.31,
14,Finance Costs,57.04,86.22,89.20,102.30,72.87,
15,Depreciation And Amortisation Expenses,635.30,602.97,599.64,640.12,605.16,
16,Other Expenses,2077.76,2483.55,2534.33,2428.77,5117.47,
17,Total Expenses,12124.73,13936.39,13445.56,12117.89,10419.37,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1863.79,2031.47,1494.29,1298.36,851.68,
19,Exceptional Items,-176.01,0.00,0.00,0.00,-42.81,
20,Profit/Loss Before Tax,1687.78,2031.47,1494.29,1298.36,808.87,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,547.38,689.81,457.02,351.12,235.04,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,117.55,
24,Deferred Tax,-274.54,-17.25,31.27,31.79,88.98,
25,Tax For Earlier Years,0.00,0.00,-500.63,0.00,0.00,
26,Total Tax Expenses,272.84,672.56,-12.34,382.91,206.47,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,1414.94,1358.91,1506.63,915.45,602.40,
28,Profit/Loss From Continuing Operations,1414.94,1358.91,1506.63,915.45,602.40,
29,Profit/Loss For The Period,1414.94,1358.91,1506.63,915.45,602.40,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),75.35,72.36,80.23,48.75,32.08,
33,Diluted EPS (Rs.),75.17,72.19,80.04,48.63,32.00,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,43.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,1544.26,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,48.29,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,341.30,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,262.90,262.90,281.68,319.24,319.24,
42,Tax On Dividend,0.00,54.04,57.90,64.99,64.99,
43,Equity Dividend Rate (%),140.00,140.00,140.00,260.00,170.00,
