,0,1,2,3,4,5,6
0,Profit & Loss account of Central Bank of India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,12505.46,12949.75,14478.75,16283.41,18977.71,
4,Income from Investments,9915.64,8454.24,7137.36,7371.85,6473.85,
5,Interest on Balance with RBI and Other Inter-Bank funds,480.89,872.81,2058.54,638.82,95.30,
6,Others,660.48,361.78,360.86,367.32,341.03,
7,Total Interest Earned,23562.47,22638.57,24035.52,24661.41,25887.90,
8,Other Income,3636.82,2412.94,2622.35,2875.64,1938.79,
9,Total Income,27199.29,25051.51,26657.87,27537.05,27826.68,
10,EXPENDITURE,,,,,,
11,Interest Expended,15933.62,15866.39,17518.51,18087.40,18822.27,
12,Payments to and Provisions for Employees,4216.72,3565.22,3983.37,4214.31,4465.67,
13,Depreciation,285.28,277.72,260.31,257.37,239.43,
14,Operating Expenses (excludes Employee Cost & Depreciation),2419.53,2215.68,2162.69,1889.34,1656.36,
15,Total Operating Expenses,6921.52,6058.63,6406.37,6361.03,6361.47,
16,Provision Towards Income Tax,211.86,-2529.00,223.28,0.00,-1251.00,
17,Provision Towards Deferred Tax,0.00,0.00,-3014.35,-1089.80,0.00,
18,Other Provisions and Contingencies,5253.64,11296.97,0.00,0.00,5011.61,
19,Total Provisions and Contingencies,5465.50,8767.97,7837.89,5527.73,3760.61,
20,Total Expenditure,28320.64,30692.99,31762.77,29976.15,28944.35,
21,Net Profit / Loss for The Year,-1121.35,-5641.48,-5104.90,-2439.10,-1117.67,
22,Net Profit / Loss After EI & Prior Year Items,-1121.35,-5641.48,-5104.90,-2439.10,-1418.19,
23,Profit / Loss Brought Forward,-16251.01,-10553.16,-5356.39,-2533.56,-1022.77,
24,Total Profit / Loss available for Appropriations,-17372.37,-16194.64,-10461.29,-4972.65,-2440.96,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,0.00,0.00,0.00,0.00,
27,Transfer To / From Capital Reserve,0.00,0.00,0.00,0.00,0.00,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,0.00,0.00,0.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,0.00,0.00,
30,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
31,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
32,Balance Carried Over To Balance Sheet,-17529.39,-16251.01,-10553.16,-5356.39,-2533.56,
33,Total Appropriations,-17372.37,-16194.64,-10461.29,-4972.65,-2440.96,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),-1.81,-20.19,-19.50,-13.35,-8.55,
37,Diluted EPS (Rs.),-1.81,-20.19,-19.50,-13.35,-8.55,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
