,0,1,2,3,4,5,6
0,Profit & Loss account of Blue Star (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3842.23,4770.89,4757.97,4262.64,4116.87,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,9.18,37.00,
5,Revenue From Operations [Net],3842.23,4770.89,4757.97,4253.46,4079.87,
6,Total Operating Revenues,3842.23,4786.49,4783.70,4303.01,4130.85,
7,Other Income,62.17,73.43,23.11,16.14,13.13,
8,Total Revenue,3904.40,4859.92,4806.81,4319.15,4143.98,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,2216.38,1589.00,1393.71,1382.40,1326.31,
11,Operating And Direct Expenses,0.00,1277.96,1244.60,992.03,742.43,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",25.49,0.53,166.99,-235.38,-21.09,
13,Employee Benefit Expenses,325.23,414.95,372.69,358.77,309.78,
14,Finance Costs,67.89,32.37,44.92,22.88,30.61,
15,Depreciation And Amortisation Expenses,88.34,84.34,69.18,60.57,54.97,
16,Other Expenses,349.54,550.09,517.68,514.25,692.77,
17,Total Expenses,3806.05,4688.22,4600.51,4156.11,3995.70,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",98.35,171.70,206.30,163.04,148.28,
19,Exceptional Items,0.00,-4.03,-26.45,17.85,0.00,
20,Profit/Loss Before Tax,98.35,167.67,179.85,180.89,148.28,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,32.42,25.04,30.72,40.15,42.26,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,21.76,27.34,8.53,-5.95,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,32.42,46.80,58.06,48.68,36.31,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,65.93,120.87,121.79,132.21,111.97,
28,Profit/Loss From Continuing Operations,65.93,120.87,121.79,132.21,111.97,
29,Profit/Loss For The Period,65.93,120.87,121.79,132.21,111.97,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),6.85,12.55,12.66,13.80,11.73,
33,Diluted EPS (Rs.),6.85,12.55,12.65,13.74,11.68,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,192.62,96.20,71.82,0.00,
42,Tax On Dividend,0.00,33.55,19.77,14.65,0.00,
43,Equity Dividend Rate (%),200.00,500.00,500.00,500.00,375.00,
