,0,1,2,3,4,5,6
0,Profit & Loss account of Brigade Enterprises (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1523.98,1845.12,1803.14,1227.58,1437.44,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],1523.98,1845.12,1803.14,1227.58,1437.44,
6,Total Operating Revenues,1523.98,1849.33,1805.91,1265.12,1498.55,
7,Other Income,112.95,144.17,122.70,103.15,91.44,
8,Total Revenue,1636.93,1993.50,1928.61,1368.27,1589.99,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,28.32,57.21,75.97,0.00,0.00,
11,Operating And Direct Expenses,0.00,929.25,1451.61,691.48,711.47,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-96.05,51.44,-497.43,-80.69,132.90,
13,Employee Benefit Expenses,89.72,121.39,107.92,89.75,89.69,
14,Finance Costs,197.59,200.50,177.84,183.29,179.53,
15,Depreciation And Amortisation Expenses,86.58,75.60,68.22,69.05,76.04,
16,Other Expenses,1099.58,199.24,185.91,163.58,165.93,
17,Total Expenses,1405.74,1634.63,1570.04,1116.46,1355.56,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",231.19,358.87,358.57,251.81,234.43,
19,Exceptional Items,-53.50,-14.50,0.00,0.00,0.00,
20,Profit/Loss Before Tax,177.69,344.37,358.57,251.81,234.43,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,33.13,69.66,81.79,67.55,61.11,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,13.91,42.56,3.75,7.97,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,33.13,83.57,124.35,71.30,69.08,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,144.56,260.80,234.22,180.51,165.35,
28,Profit/Loss From Continuing Operations,144.56,260.80,234.22,180.51,165.35,
29,Profit/Loss For The Period,144.56,260.80,234.22,180.51,163.97,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),6.99,12.76,17.20,13.48,14.46,
33,Diluted EPS (Rs.),6.96,12.66,17.17,13.46,14.41,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,56.35,30.82,33.92,0.00,
42,Tax On Dividend,0.00,0.00,0.00,6.91,0.00,
43,Equity Dividend Rate (%),12.00,10.00,20.00,20.00,25.00,
