,0,1,2,3,4,5,6
0,Profit & Loss account of Ambuja Cements (in Rs. Cr.),Dec 20,Dec 19,Dec 18,Dec 17,Dec 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],11174.97,11352.76,10977.00,10250.43,10500.84,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,-1.18,1304.20,
5,Revenue From Operations [Net],11174.97,11352.76,10977.00,10251.61,9196.64,
6,Total Operating Revenues,11371.86,11667.88,11356.76,10457.10,9196.64,
7,Other Income,372.00,426.52,374.98,359.09,510.21,
8,Total Revenue,11743.86,12094.40,11731.74,10816.19,9706.85,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,3126.79,3580.84,3558.92,3142.40,2608.64,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",114.08,42.80,-72.87,-62.83,-30.19,
13,Employee Benefit Expenses,668.78,672.63,679.57,661.37,590.93,
14,Finance Costs,83.05,83.52,82.33,107.19,74.24,
15,Depreciation And Amortisation Expenses,521.17,543.83,548.09,572.92,848.85,
16,Other Expenses,4639.42,5140.64,5294.71,4777.03,4336.63,
17,Total Expenses,9329.48,10146.38,10095.72,9197.07,8427.38,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",2414.38,1948.02,1636.02,1619.12,1279.47,
19,Exceptional Items,0.00,0.00,-129.95,0.00,0.00,
20,Profit/Loss Before Tax,2414.38,1948.02,1506.07,1619.12,1279.47,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,652.04,573.00,478.00,412.00,424.75,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-27.76,-153.52,-86.93,-18.33,-88.00,
25,Tax For Earlier Years,0.00,0.00,-372.01,-24.12,-4.00,
26,Total Tax Expenses,624.28,419.48,19.06,369.55,347.23,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,1790.10,1528.54,1487.01,1249.57,932.24,
28,Profit/Loss From Continuing Operations,1790.10,1528.54,1487.01,1249.57,932.24,
29,Profit/Loss For The Period,1790.10,1528.54,1487.01,1249.57,932.24,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),9.02,7.70,7.49,6.29,4.69,
33,Diluted EPS (Rs.),9.01,7.70,7.49,6.29,4.69,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,3375.60,297.85,397.13,555.98,434.53,
42,Tax On Dividend,0.00,34.18,52.65,80.66,88.46,
43,Equity Dividend Rate (%),900.00,75.00,75.00,180.00,140.00,
