,0,1,2,3,4,5,6
0,Profit & Loss account of BEML (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3014.10,3458.05,3273.14,2804.43,3260.34,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,59.87,335.85,303.72,
5,Revenue From Operations [Net],3014.10,3458.05,3213.27,2468.58,2956.62,
6,Total Operating Revenues,3028.82,3481.06,3245.55,2498.81,2983.72,
7,Other Income,48.55,23.11,24.90,62.45,39.02,
8,Total Revenue,3077.36,3504.18,3270.45,2561.26,3022.74,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1890.51,1970.62,1725.44,1345.73,1476.73,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-291.94,14.23,18.66,-125.09,243.71,
13,Employee Benefit Expenses,843.87,801.93,808.50,780.73,767.89,
14,Finance Costs,40.50,59.39,48.09,47.80,49.03,
15,Depreciation And Amortisation Expenses,71.30,69.58,64.24,61.98,53.21,
16,Other Expenses,499.07,457.47,441.73,351.82,366.49,
17,Total Expenses,3053.30,3373.22,3106.65,2462.96,2957.58,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",24.06,130.96,163.79,98.29,65.16,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,24.06,130.96,163.79,98.29,65.16,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,0.00,46.68,94.74,21.31,13.75,
23,Less: MAT Credit Entitlement,0.00,0.00,33.30,0.00,0.00,
24,Deferred Tax,-44.32,20.79,-27.10,-7.47,-2.14,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,-44.32,67.47,34.35,13.84,11.62,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,68.38,63.49,129.45,84.45,53.55,
28,Profit/Loss From Continuing Operations,68.38,63.49,129.45,84.45,52.65,
29,Profit/Loss For The Period,68.38,63.49,129.45,84.45,52.65,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),16.42,15.24,31.08,20.28,12.64,
33,Diluted EPS (Rs.),16.42,15.24,31.08,20.28,12.64,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,20.82,52.06,33.32,16.66,16.66,
42,Tax On Dividend,4.28,10.67,6.78,3.39,3.39,
43,Equity Dividend Rate (%),60.00,70.00,80.00,80.00,40.00,
