,0,1,2,3,4,5,6
0,Profit & Loss account of Cholamandalam Financial Holdings (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],90.88,73.50,64.65,40.07,4057.57,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,267.52,
5,Revenue From Operations [Net],90.88,73.50,64.65,40.07,3790.05,
6,Total Operating Revenues,90.88,73.50,64.65,40.07,3940.97,
7,Other Income,0.02,0.02,0.02,0.00,34.41,
8,Total Revenue,90.90,73.52,64.67,40.07,3975.38,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,2364.56,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,-12.40,
13,Employee Benefit Expenses,1.03,0.91,0.62,0.00,357.91,
14,Finance Costs,1.48,0.00,0.00,0.00,135.11,
15,Depreciation And Amortisation Expenses,0.01,0.00,0.00,0.00,110.60,
16,Other Expenses,1.45,1.70,2.61,3.78,801.49,
17,Total Expenses,3.97,2.61,3.23,3.78,3836.58,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",86.93,70.91,61.44,36.29,138.80,
19,Exceptional Items,0.00,0.00,0.00,0.00,784.98,
20,Profit/Loss Before Tax,86.93,70.91,61.44,36.29,923.78,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,3.60,4.38,2.05,0.00,210.33,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,0.00,0.00,0.00,-14.74,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,-1.70,
26,Total Tax Expenses,3.60,4.38,2.05,0.00,193.89,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,83.33,66.53,59.39,36.29,729.89,
28,Profit/Loss From Continuing Operations,83.33,66.53,59.39,36.29,729.89,
29,Profit/Loss For The Period,83.33,66.53,59.39,36.29,729.89,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),4.44,3.55,3.17,1.94,38.98,
33,Diluted EPS (Rs.),4.44,853.55,3.16,1.94,38.94,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,183.08,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,2181.48,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,7.46,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,215.27,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,24.40,23.45,11.37,23.43,93.66,
42,Tax On Dividend,5.02,2.61,0.00,4.78,18.49,
43,Equity Dividend Rate (%),65.00,125.00,125.00,63.00,250.00,
