,0,1,2,3,4,5,6
0,Balance Sheet of IDFC First Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,,,
3,SHAREHOLDER'S FUNDS,,,,,,
4,Equity Share Capital,5675.95,4809.90,4781.68,3404.07,3399.01,
5,Total Share Capital,5675.95,4809.90,4781.68,3404.07,3399.01,
6,Revaluation Reserve,0.00,0.00,0.00,0.00,0.00,
7,Reserves and Surplus,12131.95,10532.70,13377.59,11852.46,11277.97,
8,Total Reserves and Surplus,12131.95,10532.70,13377.59,11852.46,11277.97,
9,Total ShareHolders Funds,17807.89,15342.60,18159.26,15256.54,14678.05,
10,Deposits,88688.42,65107.97,70479.01,48198.20,40208.22,
11,Borrowings,45786.09,57397.19,69983.39,57287.07,50262.19,
12,Other Liabilities and Provisions,10861.48,11352.64,8563.20,5778.37,7011.20,
13,Total Capital and Liabilities,163143.88,149200.40,167184.86,126520.18,112159.66,
14,ASSETS,,,,,,
15,Cash and Balances with Reserve Bank of India,4745.93,3379.92,4149.53,3050.86,3036.29,
16,Balances with Banks Money at Call and Short Notice,1081.93,810.86,5417.25,1840.94,2065.71,
17,Investments,45411.74,45404.58,58475.39,61201.53,50471.70,
18,Advances,100550.13,85595.36,86302.29,52164.89,49401.68,
19,Fixed Assets,1266.42,1037.73,950.21,784.13,786.55,
20,Other Assets,10087.74,12971.95,11890.21,7477.83,6397.73,
21,Total Assets,163143.88,149200.40,167184.86,126520.18,112159.66,
22,OTHER ADDITIONAL INFORMATION,,,,,,
23,Number of Branches,0.00,464.00,242.00,150.00,74.00,
24,Number of Employees,0.00,20222.00,12257.00,5814.00,3905.00,
25,Capital Adequacy Ratios (%),0.14,13.38,15.00,18.00,19.00,
26,KEY PERFORMANCE INDICATORS,,,,,,
27,Tier 1 (%),0.00,13.03,15.00,18.00,19.00,
28,Tier 2 (%),0.00,0.08,0.00,0.00,0.00,
29,ASSETS QUALITY,,,,,,
30,Gross NPA,4303.01,2279.56,2136.04,1779.05,1542.10,
31,Gross NPA (%),0.00,3.00,2.00,3.00,3.00,
32,Net NPA,1883.28,808.57,1106.63,891.16,576.47,
33,Net NPA (%),0.02,0.94,1.00,2.00,1.00,
34,Net NPA To Advances (%),0.00,1.00,1.00,2.00,1.00,
35,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,
36,Bills for Collection,0.00,914.95,454.37,0.00,0.00,
37,Contingent Liabilities,0.00,280676.08,299910.63,215689.88,203611.23,
