,0,1,2,3,4,5,6
0,Balance Sheet of Canara Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,,,
3,SHAREHOLDER'S FUNDS,,,,,,
4,Equity Share Capital,1646.74,1030.23,753.24,733.24,597.29,
5,Total Share Capital,1646.74,1030.23,753.24,733.24,597.29,
6,Revaluation Reserve,0.00,6332.79,6448.17,6524.73,5373.15,
7,Reserves and Surplus,57238.19,31929.94,28975.81,28346.86,27715.10,
8,Total Reserves and Surplus,57238.19,38262.73,35423.99,34871.59,33088.25,
9,Total ShareHolders Funds,58884.93,39292.96,36177.23,35604.84,33685.54,
10,Deposits,1010874.58,625351.17,599033.27,524771.86,495275.24,
11,Borrowings,49983.56,42761.77,40992.29,38808.51,39503.56,
12,Other Liabilities and Provisions,33931.96,16468.84,18563.89,17700.90,15055.10,
13,Total Capital and Liabilities,1153675.03,723874.75,694766.69,616886.10,583519.44,
14,ASSETS,,,,,,
15,Cash and Balances with Reserve Bank of India,43111.62,22570.14,29919.02,22100.04,19922.50,
16,Balances with Banks Money at Call and Short Notice,135296.41,45701.33,36233.67,27812.29,38902.96,
17,Investments,261690.39,176244.94,152985.30,144053.67,150265.89,
18,Advances,639048.99,432175.20,427727.27,381702.99,342008.76,
19,Fixed Assets,11206.53,8276.29,8410.23,8318.64,7168.32,
20,Other Assets,63321.09,38906.84,39491.20,32898.47,25251.02,
21,Total Assets,1153675.03,723874.75,694766.69,616886.10,583519.44,
22,OTHER ADDITIONAL INFORMATION,,,,,,
23,Number of Branches,0.00,6329.00,6310.00,5849.00,6083.00,
24,Number of Employees,0.00,58632.00,58350.00,58855.00,55717.00,
25,Capital Adequacy Ratios (%),13.18,14.00,12.00,13.00,13.00,
26,KEY PERFORMANCE INDICATORS,,,,,,
27,Tier 1 (%),0.00,10.00,9.00,10.00,10.00,
28,Tier 2 (%),0.00,4.00,3.00,3.00,3.00,
29,ASSETS QUALITY,,,,,,
30,Gross NPA,60287.84,37041.15,39224.12,47468.47,34202.04,
31,Gross NPA (%),9.00,8.00,9.00,12.00,10.00,
32,Net NPA,24442.07,18250.95,22955.11,28542.40,21648.98,
33,Net NPA (%),3.82,4.22,5.00,7.00,6.00,
34,Net NPA To Advances (%),0.00,4.00,5.00,7.00,6.00,
35,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,
36,Bills for Collection,0.00,35939.89,28847.92,26782.08,27176.31,
37,Contingent Liabilities,0.00,373497.97,359059.22,293728.89,432470.42,
