,0,1,2,3,4,5,6
0,Balance Sheet of Bank Of Baroda (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,,,
3,SHAREHOLDER'S FUNDS,,,,,,
4,Equity Share Capital,1035.53,925.37,530.36,530.36,462.09,
5,Total Share Capital,1035.53,925.37,530.36,530.36,462.09,
6,Revaluation Reserve,0.00,0.00,0.00,0.00,0.00,
7,Reserves and Surplus,76010.19,70930.84,45410.73,42864.41,39841.16,
8,Total Reserves and Surplus,76010.19,70930.84,45410.73,42864.41,39841.16,
9,Total ShareHolders Funds,77045.72,71856.22,45941.10,43394.77,40303.25,
10,Deposits,966996.93,945984.43,638689.72,591314.82,601675.17,
11,Borrowings,66847.93,93069.31,67201.30,62571.97,30611.44,
12,Other Liabilities and Provisions,44474.19,47005.56,24113.29,22718.21,22285.56,
13,Total Capital and Liabilities,1155364.77,1157915.52,780987.40,719999.77,694875.42,
14,ASSETS,,,,,,
15,Cash and Balances with Reserve Bank of India,38841.04,32645.85,26661.73,22699.64,22780.21,
16,Balances with Banks Money at Call and Short Notice,81571.78,89255.27,62567.89,70197.74,127689.70,
17,Investments,261220.27,274614.61,182298.08,163184.53,129630.54,
18,Advances,706300.51,690120.73,468818.74,427431.83,383259.22,
19,Fixed Assets,8016.24,8889.29,6990.30,5367.39,5758.37,
20,Other Assets,59414.93,62389.76,33650.68,31118.64,25757.37,
21,Total Assets,1155364.77,1157915.52,780987.40,719999.77,694875.42,
22,OTHER ADDITIONAL INFORMATION,,,,,,
23,Number of Branches,0.00,9528.00,5598.00,5467.00,5481.00,
24,Number of Employees,0.00,84283.00,55754.00,55000.00,52420.00,
25,Capital Adequacy Ratios (%),14.99,13.00,13.00,12.00,13.00,
26,KEY PERFORMANCE INDICATORS,,,,,,
27,Tier 1 (%),0.00,11.00,12.00,10.00,11.00,
28,Tier 2 (%),0.00,3.00,2.00,2.00,2.00,
29,ASSETS QUALITY,,,,,,
30,Gross NPA,66670.99,69381.43,48232.76,56480.00,42719.00,
31,Gross NPA (%),9.00,9.00,10.00,12.00,10.00,
32,Net NPA,21799.88,21576.60,15609.50,23483.00,18080.00,
33,Net NPA (%),3.09,3.13,3.33,5.00,5.00,
34,Net NPA To Advances (%),0.00,3.00,3.00,5.00,5.00,
35,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,
36,Bills for Collection,0.00,52009.74,49059.93,45779.69,37599.42,
37,Contingent Liabilities,0.00,320747.63,380312.98,298226.66,252518.96,
