,0,1,2,3,4,5,6
0,Balance Sheet of City Union Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,,,
3,SHAREHOLDER'S FUNDS,,,,,,
4,Equity Share Capital,73.88,73.73,73.45,66.47,60.11,
5,Total Share Capital,73.88,73.73,73.45,66.47,60.11,
6,Revaluation Reserve,0.00,0.00,0.00,0.00,0.00,
7,Reserves and Surplus,5768.59,5222.34,4767.31,4096.76,3510.09,
8,Total Reserves and Surplus,5768.59,5222.34,4767.31,4096.76,3510.09,
9,Total ShareHolders Funds,5842.48,5296.07,4840.76,4163.24,3570.20,
10,Deposits,44537.36,40832.49,38447.95,32852.62,30115.74,
11,Borrowings,1345.70,2032.40,480.91,1735.88,531.00,
12,Other Liabilities and Provisions,1586.15,1572.57,1489.27,1185.51,1053.84,
13,Total Capital and Liabilities,53311.68,49733.53,45258.89,39937.25,35270.78,
14,ASSETS,,,,,,
15,Cash and Balances with Reserve Bank of India,2792.71,2030.37,1993.12,1861.80,1484.19,
16,Balances with Banks Money at Call and Short Notice,2822.35,2691.28,970.16,774.65,1394.79,
17,Investments,9435.94,9116.79,7712.20,7879.11,7031.45,
18,Advances,36157.83,33927.45,32673.34,27852.79,23832.70,
19,Fixed Assets,232.69,245.16,250.03,223.13,215.08,
20,Other Assets,1870.16,1722.49,1660.03,1345.78,1312.57,
21,Total Assets,53311.68,49733.53,45258.89,39937.25,35270.78,
22,OTHER ADDITIONAL INFORMATION,,,,,,
23,Number of Branches,0.00,700.00,650.00,600.00,550.00,
24,Number of Employees,0.00,5741.00,5518.00,5319.00,4689.00,
25,Capital Adequacy Ratios (%),19.52,17.00,16.00,16.00,16.00,
26,KEY PERFORMANCE INDICATORS,,,,,,
27,Tier 1 (%),0.00,16.00,15.00,16.00,15.00,
28,Tier 2 (%),0.00,1.00,1.00,0.00,0.00,
29,ASSETS QUALITY,,,,,,
30,Gross NPA,1893.19,1413.40,977.05,856.55,681.98,
31,Gross NPA (%),5.00,4.00,3.00,3.00,3.00,
32,Net NPA,1075.19,778.49,591.46,474.78,408.34,
33,Net NPA (%),2.97,2.29,2.00,2.00,2.00,
34,Net NPA To Advances (%),1.00,2.00,2.00,2.00,2.00,
35,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,
36,Bills for Collection,0.00,335.79,460.81,319.09,256.97,
37,Contingent Liabilities,0.00,8502.71,4835.45,0.00,0.00,
