,0,1,2,3,4,5,6
0,Balance Sheet of CSB Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,,,
3,SHAREHOLDER'S FUNDS,,,,,,
4,Equity Share Capital,173.54,173.51,85.97,81.01,81.01,
5,Total Share Capital,173.54,173.51,85.97,81.01,81.01,
6,Revaluation Reserve,0.00,156.22,157.82,159.47,163.96,
7,Reserves and Surplus,2006.69,1630.94,536.56,648.55,754.38,
8,Total Reserves and Surplus,2006.69,1787.16,694.38,808.02,918.34,
9,Total ShareHolders Funds,2180.23,1960.66,1431.69,889.03,999.36,
10,Deposits,19140.04,15790.68,15123.87,14690.65,14911.56,
11,Borrowings,1425.92,794.00,0.00,41.80,41.80,
12,Other Liabilities and Provisions,591.16,318.89,355.59,248.57,270.52,
13,Total Capital and Liabilities,23337.35,18864.24,16911.16,15870.05,16223.24,
14,ASSETS,,,,,,
15,Cash and Balances with Reserve Bank of India,736.14,547.79,725.41,677.90,756.39,
16,Balances with Banks Money at Call and Short Notice,977.93,391.55,248.23,537.24,454.76,
17,Investments,6125.99,5359.84,4027.61,4113.95,5761.52,
18,Advances,14438.12,11366.35,10615.24,9337.36,8118.93,
19,Fixed Assets,269.49,228.27,217.73,216.12,215.26,
20,Other Assets,789.68,970.44,1076.95,987.49,916.37,
21,Total Assets,23337.35,18864.24,16911.16,15870.05,16223.24,
22,OTHER ADDITIONAL INFORMATION,,,,,,
23,Number of Branches,0.00,411.00,419.00,421.00,426.00,
24,Number of Employees,0.00,3204.00,3001.00,2855.00,2716.00,
25,Capital Adequacy Ratios (%),0.21,22.00,17.00,10.00,12.00,
26,KEY PERFORMANCE INDICATORS,,,,,,
27,Tier 1 (%),0.00,22.00,16.00,9.00,12.00,
28,Tier 2 (%),0.00,1.00,1.00,0.00,1.00,
29,ASSETS QUALITY,,,,,,
30,Gross NPA,393.49,409.43,530.62,764.13,600.10,
31,Gross NPA (%),0.00,4.00,5.00,0.00,0.00,
32,Net NPA,168.81,216.94,2406.80,4162.90,447.64,
33,Net NPA (%),0.01,1.91,2.27,4.00,6.00,
34,Net NPA To Advances (%),0.00,2.00,2.00,4.00,6.00,
35,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,
36,Bills for Collection,0.00,61.16,71.36,912.81,81.81,
37,Contingent Liabilities,0.00,1523.23,657.76,708.55,0.00,
