,0,1,2,3,4,5,6
0,Balance Sheet of Karnataka Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,,,
3,SHAREHOLDER'S FUNDS,,,,,,
4,Equity Share Capital,310.88,310.88,282.62,282.62,282.62,
5,Total Share Capital,310.88,310.88,282.62,282.62,282.62,
6,Revaluation Reserve,0.00,470.07,412.12,416.22,0.00,
7,Reserves and Surplus,6331.48,5189.50,5090.44,4711.32,4859.97,
8,Total Reserves and Surplus,6331.48,5659.56,5502.57,5127.53,4859.97,
9,Total ShareHolders Funds,6642.36,5970.44,5785.18,5410.15,5142.58,
10,Deposits,75654.86,71785.15,68452.12,62871.29,56733.11,
11,Borrowings,1764.88,4065.12,3325.51,815.97,832.62,
12,Other Liabilities and Provisions,1519.24,1492.77,1482.94,1276.27,1418.23,
13,Total Capital and Liabilities,85581.34,83313.49,79045.76,70373.68,64126.55,
14,ASSETS,,,,,,
15,Cash and Balances with Reserve Bank of India,4866.15,2756.05,3411.66,3545.82,2929.27,
16,Balances with Banks Money at Call and Short Notice,449.42,163.44,198.09,55.19,344.76,
17,Investments,21635.18,17545.34,16184.99,15444.45,20219.73,
18,Advances,51693.70,56964.27,54828.20,47251.75,37003.65,
19,Fixed Assets,837.85,826.42,775.00,761.60,720.57,
20,Other Assets,6099.04,5057.96,3647.82,3314.86,2908.57,
21,Total Assets,85581.34,83313.49,79045.76,70373.68,64126.55,
22,OTHER ADDITIONAL INFORMATION,,,,,,
23,Number of Branches,0.00,848.00,836.00,800.00,765.00,
24,Number of Employees,0.00,8509.00,8275.00,8185.00,7981.00,
25,Capital Adequacy Ratios (%),14.85,12.66,13.00,12.00,13.00,
26,KEY PERFORMANCE INDICATORS,,,,,,
27,Tier 1 (%),0.00,10.66,11.00,11.00,12.00,
28,Tier 2 (%),0.00,2.00,2.00,1.00,1.00,
29,ASSETS QUALITY,,,,,,
30,Gross NPA,2588.41,2799.93,2456.38,2376.07,1581.59,
31,Gross NPA (%),5.00,5.00,4.00,5.00,4.00,
32,Net NPA,1642.10,1755.01,1616.71,1400.51,974.73,
33,Net NPA (%),3.18,3.08,3.00,3.00,3.00,
34,Net NPA To Advances (%),1.00,3.00,3.00,3.00,3.00,
35,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,
36,Bills for Collection,0.00,2315.38,2229.88,2407.27,1925.77,
37,Contingent Liabilities,0.00,7723.76,6522.23,7519.18,5336.03,
