,0,1,2,3,4,5,6
0,Balance Sheet of Federal Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,,,
3,SHAREHOLDER'S FUNDS,,,,,,
4,Equity Share Capital,399.23,398.53,397.01,394.43,344.81,
5,Total Share Capital,399.23,398.53,397.01,394.43,344.81,
6,Revaluation Reserve,0.00,5.01,5.01,5.01,5.01,
7,Reserves and Surplus,15724.38,14114.07,12871.02,11810.80,8592.56,
8,Total Reserves and Surplus,15724.38,14119.08,12876.03,11815.81,8597.57,
9,Total ShareHolders Funds,16123.61,14517.61,13273.04,12210.24,8942.38,
10,Deposits,172644.48,152290.08,134954.34,111992.49,97664.56,
11,Borrowings,9068.50,10372.43,7781.32,11533.50,5897.32,
12,Other Liabilities and Provisions,3530.80,3457.93,3331.29,2577.73,2472.67,
13,Total Capital and Liabilities,201367.39,180638.05,159339.99,138313.95,114976.93,
14,ASSETS,,,,,,
15,Cash and Balances with Reserve Bank of India,7647.04,6174.91,6419.17,5132.76,4576.57,
16,Balances with Banks Money at Call and Short Notice,11944.35,6399.67,3647.63,4070.65,2875.61,
17,Investments,37186.21,35892.68,31824.47,30781.07,28196.09,
18,Advances,131878.60,122267.91,110222.95,91957.47,73336.27,
19,Fixed Assets,491.13,479.99,472.04,457.37,489.47,
20,Other Assets,12220.06,9422.89,6753.73,5914.63,5502.93,
21,Total Assets,201367.39,180638.05,159339.99,138313.95,114976.93,
22,OTHER ADDITIONAL INFORMATION,,,,,,
23,Number of Branches,0.00,1263.00,1251.00,1252.00,1252.00,
24,Number of Employees,0.00,12496.00,12227.00,12112.00,11593.00,
25,Capital Adequacy Ratios (%),14.62,14.00,14.00,15.00,12.00,
26,KEY PERFORMANCE INDICATORS,,,,,,
27,Tier 1 (%),0.00,13.00,13.00,14.00,12.00,
28,Tier 2 (%),0.00,1.00,1.00,1.00,1.00,
29,ASSETS QUALITY,,,,,,
30,Gross NPA,4602.39,3530.83,3260.68,2795.62,1727.05,
31,Gross NPA (%),3.00,3.00,3.00,3.00,2.00,
32,Net NPA,1569.28,1607.17,1626.20,1551.96,941.20,
33,Net NPA (%),1.19,1.31,1.00,2.00,1.00,
34,Net NPA To Advances (%),1.00,1.00,1.00,2.00,1.00,
35,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,
36,Bills for Collection,0.00,3767.65,3542.81,3123.36,2568.35,
37,Contingent Liabilities,0.00,34460.07,29344.68,26815.17,23235.14,
