,0,1,2,3,4,5,6
0,Balance Sheet of RBL Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,,,
3,SHAREHOLDER'S FUNDS,,,,,,
4,Equity Share Capital,598.02,508.70,426.71,419.67,375.20,
5,Total Share Capital,598.02,508.70,426.71,419.67,375.20,
6,Revaluation Reserve,0.00,0.89,0.91,0.94,0.97,
7,Reserves and Surplus,12064.56,10073.36,7119.70,6263.36,3959.41,
8,Total Reserves and Surplus,12064.56,10074.25,7120.61,6264.30,3960.37,
9,Total ShareHolders Funds,12662.58,10582.95,7547.32,6683.97,4335.58,
10,Deposits,73121.27,57812.22,58394.42,43902.26,34588.09,
11,Borrowings,11225.89,17006.73,11832.07,9261.44,7979.76,
12,Other Liabilities and Provisions,3640.87,3575.87,2585.02,2003.08,1771.35,
13,Total Capital and Liabilities,100650.61,88977.77,80358.82,61850.76,48674.77,
14,ASSETS,,,,,,
15,Cash and Balances with Reserve Bank of India,6704.70,6415.08,4839.52,2589.33,2947.93,
16,Balances with Banks Money at Call and Short Notice,6719.51,2442.10,1762.59,1695.11,1245.72,
17,Investments,23230.42,18149.74,16840.36,15447.50,13481.71,
18,Advances,58622.51,58019.05,54308.24,40267.84,29449.04,
19,Fixed Assets,466.48,469.76,402.48,334.00,258.71,
20,Other Assets,4906.99,3482.04,2205.62,1516.97,1291.67,
21,Total Assets,100650.61,88977.77,80358.82,61850.76,48674.77,
22,OTHER ADDITIONAL INFORMATION,,,,,,
23,Number of Branches,0.00,386.00,324.00,265.00,239.00,
24,Number of Employees,0.00,7221.00,5843.00,5330.00,4902.00,
25,Capital Adequacy Ratios (%),17.50,16.00,13.00,15.00,14.00,
26,KEY PERFORMANCE INDICATORS,,,,,,
27,Tier 1 (%),0.00,15.00,12.00,14.00,11.00,
28,Tier 2 (%),0.00,1.00,1.00,2.00,2.00,
29,ASSETS QUALITY,,,,,,
30,Gross NPA,2601.53,2136.52,754.62,566.73,356.84,
31,Gross NPA (%),4.00,4.00,1.00,1.00,1.00,
32,Net NPA,1241.35,1189.37,372.74,312.56,189.94,
33,Net NPA (%),2.12,2.05,1.00,1.00,1.00,
34,Net NPA To Advances (%),1.00,2.00,1.00,1.00,1.00,
35,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,
36,Bills for Collection,0.00,2387.38,2308.94,1418.19,822.71,
37,Contingent Liabilities,0.00,73653.79,61302.59,51395.93,41904.46,
