,0,1,2,3,4,5,6
0,Profit & Loss account of Sequent Scientific (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],223.33,161.37,102.24,91.82,396.32,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,1.23,3.82,14.08,
5,Revenue From Operations [Net],223.33,161.37,101.01,88.00,382.24,
6,Total Operating Revenues,227.33,166.26,106.01,90.72,396.77,
7,Other Income,14.56,13.96,24.27,19.07,11.58,
8,Total Revenue,241.89,180.22,130.28,109.78,408.35,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,108.69,77.34,30.66,44.85,155.12,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-3.89,-2.95,-0.42,-0.44,11.72,
13,Employee Benefit Expenses,17.10,10.71,11.85,17.90,38.20,
14,Finance Costs,5.04,3.22,0.39,0.42,16.44,
15,Depreciation And Amortisation Expenses,8.95,7.22,3.67,3.25,24.29,
16,Other Expenses,74.96,58.24,33.17,30.85,100.75,
17,Total Expenses,219.08,174.01,128.45,124.95,400.66,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",22.81,6.20,1.82,-15.17,7.69,
19,Exceptional Items,0.00,0.00,-1.16,0.00,-0.54,
20,Profit/Loss Before Tax,22.81,6.20,0.66,-15.17,7.15,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,3.18,1.33,0.04,0.00,0.00,
23,Less: MAT Credit Entitlement,0.00,1.33,-2.83,0.00,0.00,
24,Deferred Tax,-1.71,-1.38,0.00,0.00,0.07,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,1.47,-1.38,2.87,0.00,0.07,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,21.34,7.59,-2.20,-15.17,7.08,
28,Profit/Loss From Continuing Operations,21.34,7.59,-2.20,-15.17,7.08,
29,Profit/Loss For The Period,21.34,7.59,406.41,-0.01,7.08,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),0.88,0.31,16.77,0.00,0.34,
33,Diluted EPS (Rs.),0.87,0.31,16.66,0.00,0.34,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,72.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,83.12,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,4.85,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.99,0.00,0.00,
43,Equity Dividend Rate (%),0.00,10.00,10.00,0.00,0.00,
