,0,1,2,3,4,5,6
0,Profit & Loss account of KSB (in Rs. Cr.),Dec 20,Dec 19,Dec 18,Dec 17,Dec 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1198.21,1282.88,1077.49,961.47,871.03,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,24.91,54.29,
5,Revenue From Operations [Net],1198.21,1282.88,1077.49,936.56,816.75,
6,Total Operating Revenues,1208.12,1293.91,1093.07,944.32,827.02,
7,Other Income,32.30,25.63,26.71,31.58,25.81,
8,Total Revenue,1240.41,1319.54,1119.78,975.90,852.83,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,551.27,601.58,520.36,430.24,359.71,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-27.81,-9.51,-33.65,-27.30,-11.77,
13,Employee Benefit Expenses,186.24,177.89,153.97,144.59,144.79,
14,Finance Costs,3.39,5.31,3.75,3.55,1.72,
15,Depreciation And Amortisation Expenses,41.77,45.72,39.67,30.88,29.36,
16,Other Expenses,233.56,267.47,245.65,225.04,198.69,
17,Total Expenses,1085.48,1194.70,1008.10,871.24,759.82,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",154.93,124.84,111.67,104.67,93.01,
19,Exceptional Items,0.00,12.74,0.00,0.00,0.00,
20,Profit/Loss Before Tax,154.93,137.58,111.67,104.67,93.01,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,42.18,33.77,36.74,40.47,33.80,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-3.62,5.98,0.91,-3.51,-2.93,
25,Tax For Earlier Years,19.04,0.00,0.00,0.00,0.38,
26,Total Tax Expenses,57.60,39.76,37.65,36.96,31.25,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,97.34,97.83,74.03,67.71,61.76,
28,Profit/Loss From Continuing Operations,97.34,97.83,74.03,67.71,61.76,
29,Profit/Loss For The Period,97.34,97.83,74.03,67.71,61.76,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),27.96,28.10,21.27,19.45,17.74,
33,Diluted EPS (Rs.),27.96,28.10,21.27,19.45,17.74,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,37.81,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,321.90,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,27.85,20.89,20.89,19.14,19.14,
42,Tax On Dividend,0.00,4.23,3.41,3.90,3.90,
43,Equity Dividend Rate (%),85.00,80.00,60.00,60.00,55.00,
