,0,1,2,3,4,5,6
0,Profit & Loss account of Mahanagar Gas (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2337.79,3243.39,3036.51,2437.60,2224.92,
4,Less: Excise/Sevice Tax/Other Levies,0.00,292.36,265.72,219.91,205.10,
5,Revenue From Operations [Net],2337.79,2951.03,2770.79,2217.69,2019.82,
6,Total Operating Revenues,2337.79,2972.13,2791.07,2233.01,2033.97,
7,Other Income,80.51,98.95,77.71,57.68,52.66,
8,Total Revenue,2418.30,3071.08,2868.79,2290.69,2086.63,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,747.21,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.10,0.05,-0.10,-0.05,0.04,
13,Employee Benefit Expenses,87.53,80.63,70.88,67.02,60.02,
14,Finance Costs,7.19,6.53,0.32,0.09,1.02,
15,Depreciation And Amortisation Expenses,173.67,161.73,125.93,111.18,95.13,
16,Other Expenses,569.00,459.12,435.58,356.77,311.39,
17,Total Expenses,1584.70,2087.54,2031.87,1564.17,1485.97,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",833.60,983.54,836.91,726.51,600.66,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,833.60,983.54,836.91,726.51,600.66,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,214.03,233.10,261.40,211.76,189.47,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-43.07,29.13,36.88,17.76,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,214.03,190.03,290.52,248.64,207.23,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,619.57,793.51,546.39,477.87,393.43,
28,Profit/Loss From Continuing Operations,619.57,793.51,546.39,477.87,393.43,
29,Profit/Loss For The Period,619.57,793.51,546.39,477.87,393.43,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),62.72,80.33,55.31,48.38,39.83,
33,Diluted EPS (Rs.),62.72,80.33,55.31,48.38,39.83,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,93.84,93.84,79.02,77.64,
42,Tax On Dividend,0.00,40.61,41.62,37.82,47.63,
43,Equity Dividend Rate (%),230.00,350.00,200.00,190.00,190.00,
