,0,1,2,3,4,5,6
0,Profit & Loss account of CCL Products India (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],795.07,788.71,757.71,787.08,692.12,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,1.33,6.67,
5,Revenue From Operations [Net],795.07,788.71,757.71,785.75,685.46,
6,Total Operating Revenues,795.07,822.65,809.13,823.32,707.39,
7,Other Income,66.50,133.94,30.18,4.02,1.18,
8,Total Revenue,861.57,956.59,839.31,827.34,708.57,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,344.20,418.10,459.47,514.02,384.75,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",13.19,-29.27,0.03,-16.77,-4.26,
13,Employee Benefit Expenses,52.52,50.05,41.38,37.26,33.27,
14,Finance Costs,15.72,16.91,8.12,6.20,6.83,
15,Depreciation And Amortisation Expenses,27.02,25.43,12.21,11.22,10.67,
16,Other Expenses,198.51,177.03,139.53,124.16,124.20,
17,Total Expenses,651.15,658.26,660.73,676.09,555.46,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",210.42,298.33,178.58,151.25,153.11,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,210.42,298.33,178.58,151.25,153.11,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,51.73,52.22,52.50,52.52,52.09,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,7.18,0.65,0.97,2.05,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,51.73,59.40,53.15,53.49,54.14,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,158.69,238.93,125.43,97.76,98.98,
28,Profit/Loss From Continuing Operations,158.69,238.93,125.43,97.76,98.98,
29,Profit/Loss For The Period,158.69,238.93,125.43,97.76,98.98,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),11.93,17.96,9.43,7.35,7.44,
33,Diluted EPS (Rs.),11.93,17.96,9.43,7.35,7.44,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,89.79,67.37,40.03,16.01,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),200.00,250.00,175.00,125.00,125.00,
