,0,1,2,3,4,5,6
0,Profit & Loss account of Infibeam Avenues (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],576.70,586.36,542.21,304.68,52.68,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],576.70,586.36,542.21,304.68,52.68,
6,Total Operating Revenues,576.70,586.36,544.66,305.86,53.15,
7,Other Income,9.14,9.03,9.24,26.95,36.12,
8,Total Revenue,585.84,595.39,553.90,332.81,89.26,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,381.04,380.55,178.54,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,48.95,49.19,43.24,25.47,9.55,
14,Finance Costs,3.55,4.22,4.68,3.68,3.28,
15,Depreciation And Amortisation Expenses,68.88,74.98,46.42,43.26,6.33,
16,Other Expenses,404.02,26.10,31.32,42.03,23.98,
17,Total Expenses,525.40,535.53,506.21,292.98,43.14,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",60.44,59.86,47.69,39.83,46.12,
19,Exceptional Items,0.00,0.00,14.00,0.00,0.00,
20,Profit/Loss Before Tax,60.44,59.86,61.69,39.83,46.12,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,11.05,11.25,13.34,8.20,9.60,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,10.00,9.43,18.01,32.36,
25,Tax For Earlier Years,0.00,0.00,0.00,0.14,3.99,
26,Total Tax Expenses,11.05,21.26,22.77,26.35,45.94,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,49.39,38.60,38.92,13.47,0.18,
28,Profit/Loss From Continuing Operations,49.39,38.60,38.92,13.47,0.18,
29,Profit/Loss For The Period,49.39,38.60,38.92,13.47,0.18,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),0.37,0.58,0.58,0.21,0.00,
33,Diluted EPS (Rs.),0.37,0.58,0.57,0.20,0.00,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,5.41,0.00,
42,Tax On Dividend,0.00,0.00,0.00,1.14,0.00,
43,Equity Dividend Rate (%),5.00,10.00,0.00,20.00,0.00,
