,0,1,2,3,4,5,6
0,Profit & Loss account of NTPC (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],97443.33,89765.23,81529.09,77475.24,70301.91,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],97443.33,89765.23,81529.09,77475.24,70301.91,
6,Total Operating Revenues,97700.39,90307.43,83452.70,78273.44,70843.81,
7,Other Income,2778.02,1872.13,1755.25,1068.86,1165.35,
8,Total Revenue,100478.41,92179.56,85207.95,79342.30,72009.16,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,4925.60,4779.89,4734.67,4324.60,3581.65,
14,Finance Costs,6781.97,4716.74,3984.25,3597.20,3296.41,
15,Depreciation And Amortisation Expenses,8622.85,7254.36,7098.86,5920.82,5172.34,
16,Other Expenses,8663.81,7548.63,7421.73,5092.38,5576.49,
17,Total Expenses,86012.49,79507.04,72868.49,66507.19,61425.48,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",14465.92,12672.52,12339.46,12835.11,10583.68,
19,Exceptional Items,0.00,0.00,0.00,-782.95,12.09,
20,Profit/Loss Before Tax,14465.92,12672.52,12339.46,12052.16,10595.77,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,2493.29,2955.00,2576.80,2705.75,2103.92,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,4028.49,-5767.83,923.79,332.63,173.15,
25,Tax For Earlier Years,2660.17,-105.88,-951.30,-107.56,-2453.48,
26,Total Tax Expenses,9181.95,-2918.71,1996.29,2666.90,-173.83,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,5283.97,15591.23,10343.17,9385.26,10769.60,
28,Profit/Loss From Continuing Operations,10112.81,11749.89,10343.17,9385.26,10769.60,
29,Profit/Loss For The Period,10112.81,11749.89,10343.17,9385.26,10769.60,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),10.22,11.88,11.87,11.38,13.06,
33,Diluted EPS (Rs.),10.22,11.88,11.87,11.38,13.05,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,494.73,4922.55,4040.28,3595.03,2762.24,
42,Tax On Dividend,101.18,1000.49,816.40,727.79,562.32,
43,Equity Dividend Rate (%),32.00,61.00,51.00,48.00,34.00,
