,0,1,2,3,4,5,6
0,Profit & Loss account of Atul (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3512.35,3841.02,3862.04,3092.49,2792.68,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,40.07,153.74,
5,Revenue From Operations [Net],3512.35,3841.02,3862.04,3052.42,2638.94,
6,Total Operating Revenues,3512.35,3905.66,3915.81,3107.49,2694.53,
7,Other Income,103.71,77.61,31.36,38.46,42.46,
8,Total Revenue,3616.06,3983.27,3947.17,3145.95,2736.99,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1525.01,1739.92,2113.21,1653.33,1324.51,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-63.31,-1.36,-60.70,31.76,17.88,
13,Employee Benefit Expenses,249.10,249.25,218.57,181.34,173.23,
14,Finance Costs,1.97,2.35,3.66,8.90,21.02,
15,Depreciation And Amortisation Expenses,120.23,117.06,111.99,104.78,91.12,
16,Other Expenses,815.58,931.37,903.33,760.50,690.67,
17,Total Expenses,2788.31,3180.73,3295.27,2748.70,2336.47,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",827.75,802.54,651.90,397.25,400.52,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,827.75,802.54,651.90,397.25,400.52,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,196.86,204.33,236.75,102.21,79.73,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-41.96,-13.49,24.63,35.49,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,196.86,162.37,223.26,126.84,115.22,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,630.89,640.17,428.64,270.41,285.30,
28,Profit/Loss From Continuing Operations,630.89,640.17,428.64,270.41,285.30,
29,Profit/Loss For The Period,630.89,640.17,428.64,270.41,285.30,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),212.78,215.82,144.51,91.16,96.18,
33,Diluted EPS (Rs.),212.78,215.82,144.51,91.16,96.18,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,126.06,39.94,30.00,30.00,
42,Tax On Dividend,0.00,25.27,0.00,3.29,5.71,
43,Equity Dividend Rate (%),200.00,275.00,150.00,120.00,100.00,
