,0,1,2,3,4,5,6
0,Profit & Loss account of Hero Motocorp (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],30800.62,28408.43,33124.53,32230.84,30540.67,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,641.33,2371.13,
5,Revenue From Operations [Net],30800.62,28408.43,33124.53,31589.51,28169.54,
6,Total Operating Revenues,30800.62,28836.09,33650.54,32230.49,28500.46,
7,Other Income,579.85,778.34,691.25,525.82,522.43,
8,Total Revenue,31380.47,29614.43,34341.79,32756.31,29022.89,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,21875.33,19867.19,23346.10,21857.79,18974.11,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-143.46,-169.78,-28.38,-23.15,63.17,
13,Employee Benefit Expenses,1898.72,1841.70,1730.24,1540.13,1396.01,
14,Finance Costs,21.84,22.02,8.60,6.25,6.05,
15,Depreciation And Amortisation Expenses,676.87,817.96,602.01,555.60,492.73,
16,Other Expenses,3120.33,3339.02,3672.49,3575.53,3432.36,
17,Total Expenses,27480.09,25718.11,29331.06,27512.15,24364.43,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",3900.38,3896.32,5010.73,5244.16,4658.46,
19,Exceptional Items,0.00,677.37,0.00,0.00,0.00,
20,Profit/Loss Before Tax,3900.38,4573.69,5010.73,5244.16,4658.46,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,936.18,1084.11,1601.02,1446.95,1082.08,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-143.68,24.84,99.85,199.26,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,936.18,940.43,1625.86,1546.80,1281.34,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,2964.20,3633.26,3384.87,3697.36,3377.12,
28,Profit/Loss From Continuing Operations,2964.20,3633.26,3384.87,3697.36,3377.12,
29,Profit/Loss For The Period,2964.20,3633.26,3384.87,3697.36,3377.12,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),148.39,181.91,169.48,185.14,169.12,
33,Diluted EPS (Rs.),148.37,181.91,169.47,185.13,169.12,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,1937.44,1897.35,1697.50,1737.34,
42,Tax On Dividend,0.00,395.03,390.01,345.57,353.69,
43,Equity Dividend Rate (%),5250.00,4500.00,4350.00,4750.00,4250.00,
