,0,1,2,3,4,5,6
0,Profit & Loss account of MRF (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,18 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],15914.25,15769.00,15134.22,14683.66,22066.92,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,405.15,1497.18,2274.80,
5,Revenue From Operations [Net],15914.25,15769.00,14729.07,13186.48,19792.12,
6,Total Operating Revenues,15991.14,15837.00,14821.92,13245.81,19887.24,
7,Other Income,330.50,417.47,282.48,335.02,321.17,
8,Total Revenue,16321.64,16254.47,15104.40,13580.83,20208.41,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,9461.73,10220.40,8946.93,7679.19,11162.91,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",24.88,-608.60,76.04,-222.08,-14.95,
13,Employee Benefit Expenses,1320.51,1144.28,1074.65,983.14,1258.91,
14,Finance Costs,274.26,247.79,245.17,245.52,345.44,
15,Depreciation And Amortisation Expenses,980.62,806.27,705.34,609.15,734.76,
16,Other Expenses,2838.02,2805.58,2409.47,2177.16,3076.50,
17,Total Expenses,14922.32,14645.58,13502.49,11514.46,16602.46,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1399.32,1608.89,1601.91,2066.37,3605.95,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,1399.32,1608.89,1601.91,2066.37,3605.95,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,401.80,330.00,390.77,457.00,1019.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-397.46,182.02,118.86,158.29,113.05,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,4.34,512.02,509.63,615.29,1132.05,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,1394.98,1096.87,1092.28,1451.08,2473.90,
28,Profit/Loss From Continuing Operations,1394.98,1096.87,1092.28,1451.08,2473.90,
29,Profit/Loss For The Period,1394.98,1096.87,1092.28,1451.08,2473.90,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),3289.16,2586.26,2575.43,3421.43,5833.10,
33,Diluted EPS (Rs.),3289.16,2586.26,2575.43,3421.43,5833.10,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,3847.81,3787.25,3097.74,3154.23,5337.16,
36,Indigenous Raw Materials,5613.92,6433.15,5849.19,4524.96,5825.75,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,33.05,36.34,31.57,29.27,38.37,
39,Indigenous Stores And Spares,339.19,321.00,280.73,272.24,420.46,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,25.45,25.45,25.45,42.41,21.20,
42,Tax On Dividend,5.21,5.21,5.16,8.62,4.23,
43,Equity Dividend Rate (%),1000.00,600.00,600.00,600.00,1000.00,
