,0,1,2,3,4,5,6
0,Profit & Loss account of Trident (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],4519.29,4387.90,4888.69,4247.80,4546.06,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,12.34,49.38,
5,Revenue From Operations [Net],4519.29,4387.90,4888.69,4235.46,4496.68,
6,Total Operating Revenues,4519.29,4699.46,5219.52,4565.96,4617.38,
7,Other Income,16.02,24.49,45.75,62.04,106.13,
8,Total Revenue,4535.31,4723.95,5265.27,4628.00,4723.51,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,2002.04,2177.25,2440.40,2260.58,2199.67,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-4.79,-35.86,-32.47,21.08,26.62,
13,Employee Benefit Expenses,577.54,583.13,592.30,505.75,576.38,
14,Finance Costs,72.00,110.80,118.35,118.21,141.01,
15,Depreciation And Amortisation Expenses,336.46,333.30,363.91,404.03,412.41,
16,Other Expenses,1105.49,1134.12,1216.03,926.56,928.92,
17,Total Expenses,4116.77,4302.74,4718.35,4236.21,4285.01,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",418.54,421.21,546.92,391.79,438.50,
19,Exceptional Items,26.61,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,445.15,421.21,546.92,391.79,438.50,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,99.41,130.06,118.87,85.24,92.48,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-50.80,56.59,40.16,8.86,
25,Tax For Earlier Years,0.00,0.15,0.54,0.53,0.18,
26,Total Tax Expenses,99.41,79.41,176.00,125.93,101.52,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,345.74,341.80,370.92,265.86,336.98,
28,Profit/Loss From Continuing Operations,345.74,341.80,370.92,265.86,336.98,
29,Profit/Loss For The Period,345.74,341.80,370.92,265.86,336.98,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),0.68,0.67,7.28,5.22,6.61,
33,Diluted EPS (Rs.),0.68,0.67,7.28,5.22,6.61,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,214.07,137.59,76.44,76.00,
42,Tax On Dividend,0.00,43.99,28.28,15.56,15.47,
43,Equity Dividend Rate (%),36.00,36.00,30.00,15.00,15.00,
