,0,1,2,3,4,5,6
0,Profit & Loss account of Vakrangee (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],620.37,1444.89,6379.30,3948.85,3168.60,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],620.37,1444.89,6379.30,3948.85,3168.60,
6,Total Operating Revenues,623.35,1449.77,6379.31,3948.95,3168.61,
7,Other Income,76.00,78.13,33.83,16.12,12.03,
8,Total Revenue,699.35,1527.91,6413.14,3965.07,3180.64,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,510.62,1351.00,5077.63,2947.80,2307.90,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-4.26,10.03,-6.78,-4.92,1.14,
13,Employee Benefit Expenses,73.83,87.27,67.14,42.34,25.36,
14,Finance Costs,0.00,0.00,7.87,49.79,55.92,
15,Depreciation And Amortisation Expenses,14.70,8.71,4.16,72.96,163.53,
16,Other Expenses,27.62,30.58,261.14,37.40,22.41,
17,Total Expenses,622.67,1487.58,5411.17,3145.37,2576.26,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",76.67,40.32,1001.97,819.69,604.38,
19,Exceptional Items,5.03,1.77,0.00,0.00,0.00,
20,Profit/Loss Before Tax,81.71,42.10,1001.97,819.69,604.38,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,12.96,16.55,349.92,309.54,240.75,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,4.22,5.36,-10.57,-12.79,-29.60,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,1.76,
26,Total Tax Expenses,17.18,21.92,339.35,296.75,212.91,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,64.52,20.18,662.62,522.95,391.47,
28,Profit/Loss From Continuing Operations,64.52,20.18,662.62,522.95,391.47,
29,Profit/Loss For The Period,64.52,20.18,662.62,522.95,391.47,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),0.61,0.19,6.26,4.94,7.53,
33,Diluted EPS (Rs.),0.61,0.19,6.24,4.93,7.38,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,26.49,26.47,105.88,66.15,66.15,
42,Tax On Dividend,5.44,5.44,21.55,13.47,13.47,
43,Equity Dividend Rate (%),25.00,25.00,25.00,200.00,125.00,
