,0,1,2,3,4,5,6
0,Profit & Loss account of Bandhan Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,10891.79,9486.24,5727.23,3823.60,3121.42,
4,Income from Investments,1174.15,832.81,614.53,490.02,428.05,
5,Interest on Balance with RBI and Other Inter-Bank funds,118.21,163.26,73.32,141.61,79.03,
6,Others,340.05,403.19,228.28,347.06,280.21,
7,Total Interest Earned,12524.21,10885.49,6643.37,4802.30,3908.71,
8,Other Income,2109.06,1549.20,1063.05,706.18,411.41,
9,Total Income,14633.27,12434.69,7706.42,5508.48,4320.12,
10,EXPENDITURE,,,,,,
11,Interest Expended,4960.86,4561.58,2147.95,1770.06,1505.21,
12,Payments to and Provisions for Employees,1664.63,1367.04,1008.69,687.98,545.57,
13,Depreciation,0.00,80.26,78.17,85.92,66.85,
14,Operating Expenses (excludes Employee Cost & Depreciation),1152.53,979.25,723.41,534.41,409.58,
15,Total Operating Expenses,2817.16,2426.54,1810.28,1308.31,1022.01,
16,Provision Towards Income Tax,743.20,1192.74,1130.00,777.58,625.18,
17,Provision Towards Deferred Tax,0.00,-163.06,-68.45,-67.24,-32.66,
18,Other Provisions and Contingencies,3906.60,1393.15,735.13,374.21,88.44,
19,Total Provisions and Contingencies,4649.80,2422.83,1796.68,1084.55,680.96,
20,Total Expenditure,12427.81,9410.95,5754.92,4162.92,3208.17,
21,Net Profit / Loss for The Year,2205.46,3023.74,1951.50,1345.56,1111.95,
22,Net Profit / Loss After EI & Prior Year Items,2205.46,3023.74,1951.50,1345.56,1111.95,
23,Profit / Loss Brought Forward,0.00,3283.64,2057.60,1048.43,215.38,
24,Total Profit / Loss available for Appropriations,0.00,6242.82,4009.10,2393.99,1327.33,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,859.06,487.88,336.39,277.99,
27,Transfer To / From Capital Reserve,0.00,11.44,5.94,0.00,0.91,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,0.00,0.00,0.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,608.45,0.00,0.00,0.00,
30,Equity Share Dividend,0.00,0.00,143.80,0.00,0.00,
31,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
32,Balance Carried Over To Balance Sheet,0.00,4758.71,3283.64,2057.60,1048.43,
33,Total Appropriations,0.00,6242.82,4009.10,2393.99,1327.33,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),13.70,18.78,16.36,12.26,10.15,
37,Diluted EPS (Rs.),13.69,18.76,16.34,12.26,10.15,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),10.00,0.00,30.00,10.00,0.00,
