,0,1,2,3,4,5,6
0,Profit & Loss account of Godfrey Phillips India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3018.85,2564.42,2846.24,4359.44,4291.10,
4,Less: Excise/Sevice Tax/Other Levies,191.44,114.99,565.09,2009.23,1936.69,
5,Revenue From Operations [Net],2827.41,2449.43,2281.15,2350.21,2354.41,
6,Total Operating Revenues,2853.25,2477.04,2311.57,2386.49,2411.59,
7,Other Income,106.33,78.99,53.61,47.09,28.40,
8,Total Revenue,2959.58,2556.04,2365.18,2433.58,2439.99,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,697.34,654.71,671.33,598.58,551.51,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-15.02,-14.49,128.45,118.58,2.13,
13,Employee Benefit Expenses,250.01,251.60,209.40,232.95,241.27,
14,Finance Costs,30.13,0.86,1.51,3.45,10.08,
15,Depreciation And Amortisation Expenses,152.38,95.92,95.65,94.13,102.20,
16,Other Expenses,758.53,759.46,653.10,634.87,800.10,
17,Total Expenses,2443.69,2193.40,2150.89,2235.81,2203.14,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",515.90,362.64,214.29,197.77,236.85,
19,Exceptional Items,0.00,0.00,20.00,0.00,0.00,
20,Profit/Loss Before Tax,515.90,362.64,234.29,197.77,236.85,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,126.13,120.31,71.01,51.37,70.42,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,1.89,1.36,2.52,10.06,2.37,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,-0.92,
26,Total Tax Expenses,128.02,121.67,73.53,61.42,71.87,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,387.88,240.97,160.76,136.35,164.98,
28,Profit/Loss From Continuing Operations,387.88,240.97,160.76,136.35,164.98,
29,Profit/Loss For The Period,387.88,240.97,160.76,136.35,164.98,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),74.60,46.35,28.40,26.22,31.73,
33,Diluted EPS (Rs.),74.60,46.35,28.40,26.22,31.73,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,117.80,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,433.71,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,2.94,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,3.21,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,176.78,41.60,41.60,41.60,41.60,
42,Tax On Dividend,36.34,8.55,8.47,8.47,8.47,
43,Equity Dividend Rate (%),1200.00,500.00,400.00,400.00,400.00,
