,0,1,2,3,4,5,6
0,Profit & Loss account of FDC (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1325.45,1322.64,1067.68,1058.55,1038.89,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,8.02,37.11,
5,Revenue From Operations [Net],1325.45,1322.64,1067.68,1050.54,1001.78,
6,Total Operating Revenues,1325.45,1331.09,1075.87,1062.20,1008.91,
7,Other Income,97.15,82.66,54.80,51.25,49.65,
8,Total Revenue,1422.60,1413.75,1130.67,1113.44,1058.56,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,346.65,338.38,299.97,277.11,267.53,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-25.50,4.61,-21.93,-5.64,-2.33,
13,Employee Benefit Expenses,294.31,276.18,224.27,215.47,189.93,
14,Finance Costs,3.40,3.41,1.43,1.40,1.41,
15,Depreciation And Amortisation Expenses,37.62,37.36,33.14,35.04,34.52,
16,Other Expenses,294.76,346.80,287.07,277.65,240.29,
17,Total Expenses,1042.14,1088.29,890.40,879.54,802.89,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",380.45,325.46,240.27,233.91,255.67,
19,Exceptional Items,0.00,0.00,-3.97,0.00,-5.88,
20,Profit/Loss Before Tax,380.45,325.46,236.30,233.91,249.78,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,85.96,82.80,66.60,67.80,68.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-4.12,-1.84,-2.21,-3.34,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,-1.94,
26,Total Tax Expenses,85.96,78.68,64.76,65.59,62.72,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,294.49,246.78,171.54,168.31,187.07,
28,Profit/Loss From Continuing Operations,294.49,246.78,171.54,168.31,187.07,
29,Profit/Loss For The Period,294.49,246.78,171.54,168.31,187.07,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),17.32,14.34,9.84,9.47,10.52,
33,Diluted EPS (Rs.),17.32,14.34,9.84,9.47,10.52,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,13.70,0.00,48.16,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,80.00,0.00,0.00,225.00,
