,0,1,2,3,4,5,6
0,Profit & Loss account of Jindal Stainless (Hisar) (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],8399.70,8266.84,8897.93,9409.16,7530.53,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,191.56,685.74,
5,Revenue From Operations [Net],8399.70,8266.84,8897.93,9217.60,6844.79,
6,Total Operating Revenues,8399.70,8339.69,8956.40,9258.67,6889.81,
7,Other Income,95.26,97.88,95.67,112.20,60.70,
8,Total Revenue,8494.96,8437.57,9052.07,9370.87,6950.51,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,5344.78,5312.74,5783.64,5544.47,4412.34,
11,Operating And Direct Expenses,0.00,1557.35,1796.58,1569.49,1303.06,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-39.47,-1.50,-48.31,58.38,-202.98,
13,Employee Benefit Expenses,179.78,184.03,164.91,169.93,144.61,
14,Finance Costs,235.71,303.64,347.56,395.45,411.93,
15,Depreciation And Amortisation Expenses,265.89,273.16,275.78,266.60,265.24,
16,Other Expenses,1599.87,245.94,234.39,239.60,227.24,
17,Total Expenses,7898.73,8054.72,8680.13,8781.23,6642.68,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",596.23,382.85,371.94,589.64,307.83,
19,Exceptional Items,40.07,18.71,31.81,18.44,18.02,
20,Profit/Loss Before Tax,636.30,401.56,403.75,608.08,325.85,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,158.52,125.41,147.90,167.21,69.77,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-44.24,-5.53,45.48,38.06,
25,Tax For Earlier Years,0.00,0.06,-0.27,-0.31,0.00,
26,Total Tax Expenses,158.52,81.23,142.10,212.38,107.83,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,477.78,320.33,261.65,395.70,218.02,
28,Profit/Loss From Continuing Operations,477.78,320.33,261.65,395.70,218.02,
29,Profit/Loss For The Period,477.78,320.33,261.65,395.70,218.02,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),20.25,13.58,11.09,16.77,9.32,
33,Diluted EPS (Rs.),20.25,13.58,11.09,16.77,9.24,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
