,0,1,2,3,4,5,6
0,Profit & Loss account of Sobha (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3796.78,3395.42,2616.84,2221.56,1799.34,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,3.97,17.09,13.36,
5,Revenue From Operations [Net],3796.78,3395.42,2612.88,2204.47,1785.98,
6,Total Operating Revenues,3800.51,3400.25,2629.83,2207.50,1803.34,
7,Other Income,29.98,33.53,15.89,2.79,15.16,
8,Total Revenue,3830.49,3433.78,2645.72,2210.29,1818.50,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,300.15,275.57,254.02,198.04,160.55,
11,Operating And Direct Expenses,2038.64,2016.19,1309.82,1843.99,981.19,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-316.41,-262.11,-0.36,-752.68,-267.05,
13,Employee Benefit Expenses,246.42,235.86,198.49,177.94,176.47,
14,Finance Costs,673.23,229.34,194.84,147.86,152.92,
15,Depreciation And Amortisation Expenses,67.35,58.24,50.40,59.99,58.58,
16,Other Expenses,380.03,448.79,356.11,310.20,304.33,
17,Total Expenses,3389.41,3001.87,2363.30,1985.33,1566.99,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",441.08,431.91,282.42,224.96,251.51,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,441.08,431.91,282.42,224.96,251.51,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,44.45,97.52,63.81,86.65,25.50,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,107.15,47.86,24.67,-1.90,89.09,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,151.60,145.38,88.48,84.74,114.59,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,289.48,286.53,193.94,140.21,136.92,
28,Profit/Loss From Continuing Operations,289.48,286.53,193.94,140.21,136.92,
29,Profit/Loss For The Period,289.48,286.53,193.94,140.21,136.92,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),30.52,30.23,20.28,14.47,13.96,
33,Diluted EPS (Rs.),30.52,30.23,20.28,14.47,13.96,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,14.27,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,146.27,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,66.39,66.39,24.08,19.25,19.61,
42,Tax On Dividend,13.65,13.65,4.90,3.92,3.99,
43,Equity Dividend Rate (%),70.00,70.00,70.00,25.00,20.00,
