,0,1,2,3,4,5,6
0,Profit & Loss account of Zensar Technologies (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1361.77,1370.30,1370.08,1285.81,1272.39,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],1361.77,1370.30,1370.08,1285.81,1272.39,
6,Total Operating Revenues,1361.77,1370.30,1370.08,1285.81,1272.39,
7,Other Income,73.91,90.93,84.99,62.75,21.72,
8,Total Revenue,1435.68,1461.23,1455.07,1348.56,1294.11,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,8.77,12.09,25.74,72.22,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,776.80,809.13,789.49,749.25,713.93,
14,Finance Costs,21.80,23.30,9.18,12.14,1.67,
15,Depreciation And Amortisation Expenses,89.45,81.38,42.78,46.10,33.88,
16,Other Expenses,167.40,234.55,268.02,258.55,219.42,
17,Total Expenses,1062.50,1157.13,1121.56,1091.78,1041.12,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",373.18,304.10,333.51,256.78,252.99,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,373.18,304.10,333.51,256.78,252.99,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,83.54,62.62,81.69,73.74,75.49,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,10.44,-6.18,-9.54,-2.72,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,83.54,73.06,75.51,64.20,72.77,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,289.64,231.04,258.00,192.58,180.22,
28,Profit/Loss From Continuing Operations,289.64,231.04,258.00,192.58,180.22,
29,Profit/Loss For The Period,289.64,231.04,258.00,192.58,180.22,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),12.85,10.26,11.46,42.86,40.28,
33,Diluted EPS (Rs.),12.73,10.12,11.27,42.42,39.72,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,119.32,63.33,62.60,26.10,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),180.00,140.00,140.00,120.00,120.00,
