,0,1,2,3,4,5,6
0,Profit & Loss account of South Indian Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,5767.63,6159.17,5396.44,4769.18,4447.42,
4,Income from Investments,1309.00,1391.06,1286.14,1269.50,1233.48,
5,Interest on Balance with RBI and Other Inter-Bank funds,47.85,39.97,35.52,19.07,24.04,
6,Others,180.97,173.60,158.42,135.06,142.15,
7,Total Interest Earned,7305.45,7763.80,6876.52,6192.81,5847.08,
8,Other Income,1185.48,1045.75,726.21,837.24,715.56,
9,Total Income,8490.93,8809.55,7602.74,7030.06,6562.65,
10,EXPENDITURE,,,,,,
11,Interest Expended,4898.54,5446.30,4856.82,4227.29,4171.65,
12,Payments to and Provisions for Employees,1228.36,941.35,821.43,713.22,676.52,
13,Depreciation,0.00,77.70,69.64,63.73,65.38,
14,Operating Expenses (excludes Employee Cost & Depreciation),746.12,698.56,615.87,545.03,434.51,
15,Total Operating Expenses,1974.48,1717.61,1506.93,1321.98,1176.40,
16,Provision Towards Income Tax,24.75,86.14,139.35,142.28,198.92,
17,Provision Towards Deferred Tax,0.00,-41.18,-6.38,22.72,8.80,
18,Other Provisions and Contingencies,1531.25,1496.09,858.48,980.90,614.37,
19,Total Provisions and Contingencies,1556.00,1541.05,991.45,1145.90,822.09,
20,Total Expenditure,8429.02,8704.96,7355.20,6695.16,6170.14,
21,Net Profit / Loss for The Year,61.91,104.59,247.53,334.89,392.50,
22,Net Profit / Loss After EI & Prior Year Items,61.91,104.59,247.53,334.89,392.50,
23,Profit / Loss Brought Forward,0.00,276.73,354.03,355.66,173.71,
24,Total Profit / Loss available for Appropriations,0.00,381.32,601.57,690.55,566.21,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,26.15,61.89,83.73,98.13,
27,Transfer To / From Capital Reserve,0.00,174.68,36.37,29.88,39.55,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,47.17,50.00,50.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,54.54,0.00,86.36,0.00,
30,Equity Share Dividend,0.00,0.00,72.38,0.00,0.00,
31,Tax On Dividend,0.00,0.00,14.88,0.00,0.00,
32,Balance Carried Over To Balance Sheet,0.00,125.95,276.73,354.03,355.66,
33,Total Appropriations,0.00,381.32,601.57,690.55,566.21,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),0.34,0.58,1.37,1.86,2.61,
37,Diluted EPS (Rs.),0.34,0.58,1.37,1.85,2.61,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),0.00,0.00,25.00,40.00,40.00,
