,0,1,2,3,4,5,6
0,Profit & Loss account of SUMITOMO CHEMICAL INDIA LIMITE (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2642.65,2389.98,2189.94,1933.96,898.72,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,48.79,65.34,
5,Revenue From Operations [Net],2642.65,2389.98,2189.94,1885.17,833.38,
6,Total Operating Revenues,2642.65,2423.36,2223.02,1910.74,836.29,
7,Other Income,18.97,10.84,7.61,30.54,10.46,
8,Total Revenue,2661.62,2434.20,2230.64,1941.29,846.75,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1564.72,1287.12,1328.71,1077.01,397.15,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-118.54,129.54,-102.04,-44.97,-43.83,
13,Employee Benefit Expenses,193.10,178.11,157.29,146.59,60.53,
14,Finance Costs,5.56,5.51,3.65,2.84,0.96,
15,Depreciation And Amortisation Expenses,46.56,40.92,27.79,23.73,6.95,
16,Other Expenses,308.77,304.67,321.95,308.88,143.99,
17,Total Expenses,2208.50,2136.03,1965.68,1720.59,743.61,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",453.12,298.17,264.95,220.70,103.14,
19,Exceptional Items,0.00,-30.89,-6.96,0.00,0.00,
20,Profit/Loss Before Tax,453.12,267.28,257.99,220.70,103.14,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,107.83,78.64,94.03,79.65,0.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-13.66,-3.34,-2.46,-1.16,
25,Tax For Earlier Years,0.00,-3.32,0.30,-1.58,42.70,
26,Total Tax Expenses,107.83,61.66,90.99,75.61,41.54,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,345.30,205.63,167.00,145.09,61.61,
28,Profit/Loss From Continuing Operations,345.30,205.63,167.00,145.09,61.61,
29,Profit/Loss For The Period,345.30,205.63,167.00,145.09,61.61,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),6.92,4.12,3.35,2.91,2.38,
33,Diluted EPS (Rs.),6.92,4.12,3.35,2.91,2.38,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,150.98,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,198.08,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,21.53,59.05,0.00,0.00,
42,Tax On Dividend,0.00,4.69,12.45,0.00,0.00,
43,Equity Dividend Rate (%),8.00,6.00,20.00,0.00,0.00,
