,0,1,2,3,4,5,6
0,Profit & Loss account of Jindal Stainless (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],11679.14,12130.31,12430.14,10817.73,8822.86,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,179.12,646.12,
5,Revenue From Operations [Net],11679.14,12130.31,12430.14,10638.61,8176.74,
6,Total Operating Revenues,11679.14,12320.11,12585.01,10784.55,8311.29,
7,Other Income,42.30,36.98,27.58,45.41,25.55,
8,Total Revenue,11721.44,12357.09,12612.59,10829.96,8336.84,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,7293.69,7643.88,7987.70,6041.87,4953.76,
11,Operating And Direct Expenses,0.00,159.88,170.12,2091.67,1808.56,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-98.81,-70.05,-236.34,129.31,-123.93,
13,Employee Benefit Expenses,148.79,147.57,136.65,136.97,102.46,
14,Finance Costs,463.70,566.89,614.09,540.63,761.69,
15,Depreciation And Amortisation Expenses,373.42,408.86,335.08,303.84,307.98,
16,Other Expenses,2702.67,2776.15,2692.86,390.47,317.02,
17,Total Expenses,11120.41,12121.04,12398.24,10348.09,8274.26,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",601.03,236.05,214.35,481.87,62.58,
19,Exceptional Items,99.39,8.31,6.31,1.37,26.13,
20,Profit/Loss Before Tax,700.42,244.36,220.66,483.24,88.71,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,272.50,0.00,0.53,0.00,0.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,91.48,81.09,164.97,30.37,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,272.50,91.48,81.62,164.97,30.37,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,427.92,152.88,139.04,318.27,58.34,
28,Profit/Loss From Continuing Operations,427.92,152.88,139.04,318.27,58.34,
29,Profit/Loss For The Period,427.92,152.88,139.04,318.27,58.34,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),8.78,3.16,2.90,7.06,1.63,
33,Diluted EPS (Rs.),8.65,3.16,2.90,5.80,1.63,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
