,0,1,2,3,4,5,6
0,Profit & Loss account of Gujarat State Fertilizers & Chemicals (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],7499.61,7620.82,8574.54,6309.27,5476.88,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,38.70,212.35,
5,Revenue From Operations [Net],7499.61,7620.82,8574.54,6270.56,5264.53,
6,Total Operating Revenues,7499.61,7620.82,8574.54,6270.56,5264.53,
7,Other Income,183.34,109.19,104.90,94.67,56.64,
8,Total Revenue,7682.95,7730.01,8679.43,6365.23,5321.18,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,3951.75,3597.02,4902.74,3753.28,3167.72,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",301.57,102.19,-487.68,-42.64,-59.43,
13,Employee Benefit Expenses,684.31,714.26,521.23,509.26,510.22,
14,Finance Costs,42.74,114.69,61.26,51.35,64.93,
15,Depreciation And Amortisation Expenses,176.45,170.21,125.61,119.12,103.43,
16,Other Expenses,1471.69,1488.88,827.95,688.56,679.39,
17,Total Expenses,7169.63,7603.04,8014.02,5874.44,4946.30,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",513.32,126.98,665.42,490.79,374.88,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,513.32,126.98,665.42,490.79,374.88,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,95.65,0.00,123.23,82.08,57.35,
23,Less: MAT Credit Entitlement,0.00,0.00,6.89,15.45,24.30,
24,Deferred Tax,0.00,24.79,53.11,49.74,13.84,
25,Tax For Earlier Years,0.00,3.49,2.29,-101.31,-91.51,
26,Total Tax Expenses,95.65,28.28,171.73,15.06,-44.62,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,417.67,98.70,493.68,475.73,419.50,
28,Profit/Loss From Continuing Operations,417.67,98.70,493.68,475.73,419.50,
29,Profit/Loss For The Period,417.67,98.70,493.68,475.73,419.50,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),10.48,2.48,12.39,11.94,10.53,
33,Diluted EPS (Rs.),10.48,2.48,12.39,11.94,10.53,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,87.67,87.67,87.67,87.67,
42,Tax On Dividend,0.00,18.02,18.02,17.85,17.85,
43,Equity Dividend Rate (%),110.00,60.00,110.00,110.00,110.00,
