,0,1,2,3,4,5,6
0,Profit & Loss account of Mindtree (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],7967.80,7764.30,7021.50,5325.00,5039.60,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],7967.80,7764.30,7021.50,5325.00,5039.60,
6,Total Operating Revenues,7967.80,7764.30,7021.50,5325.00,5039.60,
7,Other Income,151.70,75.60,89.30,190.10,55.30,
8,Total Revenue,8119.50,7839.90,7110.80,5515.10,5094.90,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,5113.20,5064.70,4421.10,3394.90,3243.80,
14,Finance Costs,50.40,52.90,2.90,16.80,19.10,
15,Depreciation And Amortisation Expenses,259.60,275.40,164.10,155.20,170.30,
16,Other Expenses,1198.10,1618.20,1536.00,1153.90,1077.30,
17,Total Expenses,6621.30,7011.20,6124.10,4720.80,4510.50,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1498.20,828.70,986.70,794.30,584.40,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,1498.20,828.70,986.70,794.30,584.40,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,387.90,233.30,245.60,155.50,157.70,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-35.40,-12.90,13.90,-19.30,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,387.90,197.90,232.70,169.40,138.40,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,1110.30,630.80,754.00,624.90,446.00,
28,Profit/Loss From Continuing Operations,1110.30,630.80,754.00,624.90,446.00,
29,Profit/Loss For The Period,1110.30,630.80,754.00,624.90,446.00,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),67.43,38.35,45.94,37.69,26.56,
33,Diluted EPS (Rs.),67.39,38.33,45.94,37.58,26.51,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,493.30,180.50,148.80,167.90,
42,Tax On Dividend,0.00,101.40,37.80,25.40,32.60,
43,Equity Dividend Rate (%),250.00,130.00,330.00,110.00,100.00,
