,0,1,2,3,4,5,6
0,Profit & Loss account of Ratnamani Metals and Tubes (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2298.13,2552.85,2734.81,1735.78,1436.90,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,23.05,64.39,
5,Revenue From Operations [Net],2298.13,2552.85,2734.81,1712.72,1372.50,
6,Total Operating Revenues,2298.13,2583.14,2754.90,1766.75,1411.66,
7,Other Income,43.41,61.84,41.23,32.42,14.00,
8,Total Revenue,2341.54,2644.98,2796.13,1799.18,1425.66,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1359.84,1750.18,1937.29,1235.46,913.07,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",111.54,-53.87,-33.26,-94.77,-38.42,
13,Employee Benefit Expenses,140.83,144.81,129.09,109.18,97.82,
14,Finance Costs,22.90,20.96,14.77,9.86,6.07,
15,Depreciation And Amortisation Expenses,56.85,58.51,62.42,60.61,59.70,
16,Other Expenses,286.19,318.09,315.26,250.95,176.13,
17,Total Expenses,1978.16,2238.67,2425.57,1571.30,1220.21,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",363.38,406.30,370.56,227.88,205.46,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,363.38,406.30,370.56,227.88,205.46,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,87.48,104.98,131.54,80.43,63.72,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-5.76,-4.43,-4.37,-1.04,
25,Tax For Earlier Years,0.00,-0.42,-9.49,0.03,-1.52,
26,Total Tax Expenses,87.48,98.81,117.63,76.09,61.16,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,275.90,307.50,252.93,151.79,144.30,
28,Profit/Loss From Continuing Operations,275.90,307.50,252.93,151.79,144.30,
29,Profit/Loss For The Period,275.90,307.50,252.93,151.79,144.30,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),59.04,65.81,54.13,32.48,30.88,
33,Diluted EPS (Rs.),59.04,65.81,54.13,32.48,30.88,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,98.13,28.04,25.70,0.00,
42,Tax On Dividend,0.00,20.17,5.76,5.23,0.00,
43,Equity Dividend Rate (%),700.00,600.00,450.00,300.00,275.00,
