,0,1,2,3,4,5,6
0,Profit & Loss account of Sanofi India (in Rs. Cr.),Dec 20,Dec 19,Dec 18,Dec 17,Dec 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2868.00,3010.30,2739.70,2466.30,2388.80,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,51.10,
5,Revenue From Operations [Net],2868.00,3010.30,2739.70,2466.30,2337.70,
6,Total Operating Revenues,2901.90,3070.60,2770.80,2491.40,2368.60,
7,Other Income,89.80,94.10,89.70,80.70,70.80,
8,Total Revenue,2991.70,3164.70,2860.50,2572.10,2439.40,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,591.40,863.60,801.00,615.20,617.70,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",57.50,2.30,-60.50,97.70,-35.20,
13,Employee Benefit Expenses,460.80,449.70,406.80,368.50,359.20,
14,Finance Costs,1.80,0.30,0.70,1.10,1.50,
15,Depreciation And Amortisation Expenses,82.20,99.90,102.70,102.20,131.30,
16,Other Expenses,474.40,608.20,594.60,581.60,416.30,
17,Total Expenses,2272.80,2505.50,2250.70,2057.50,1973.30,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",718.90,659.20,609.80,514.60,466.10,
19,Exceptional Items,-41.70,-59.30,0.00,0.00,0.00,
20,Profit/Loss Before Tax,677.20,599.90,609.80,514.60,466.10,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,211.00,227.60,240.90,186.10,192.80,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-11.40,-41.90,-11.70,2.50,-23.70,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,199.60,185.70,229.20,188.60,169.10,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,477.60,414.20,380.60,326.00,297.00,
28,Profit/Loss From Continuing Operations,477.60,414.20,380.60,326.00,297.00,
29,Profit/Loss For The Period,477.60,414.20,380.60,326.00,297.00,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),207.38,179.85,165.48,141.74,129.13,
33,Diluted EPS (Rs.),207.38,179.85,165.48,141.74,129.13,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,284.20,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,333.50,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.20,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,3.60,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,803.80,152.00,163.60,156.70,156.70,
42,Tax On Dividend,0.00,31.20,33.60,31.70,31.80,
43,Equity Dividend Rate (%),3650.00,3490.00,840.00,710.00,680.00,
