,0,1,2,3,4,5,6
0,Profit & Loss account of Delta Corp (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],201.81,559.74,582.26,443.71,277.93,
4,Less: Excise/Sevice Tax/Other Levies,0.00,101.39,106.94,67.91,0.00,
5,Revenue From Operations [Net],201.81,458.35,475.32,375.80,277.93,
6,Total Operating Revenues,201.81,458.35,475.32,375.80,277.93,
7,Other Income,26.70,34.00,66.28,24.10,4.86,
8,Total Revenue,228.51,492.35,541.60,399.90,282.79,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,16.60,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,33.15,29.66,24.57,17.13,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-0.46,-0.74,-0.08,-0.45,0.20,
13,Employee Benefit Expenses,51.65,71.63,77.23,62.89,39.52,
14,Finance Costs,0.86,1.51,0.80,4.63,13.55,
15,Depreciation And Amortisation Expenses,28.44,19.38,16.18,14.64,12.05,
16,Other Expenses,90.79,162.17,157.96,132.38,123.94,
17,Total Expenses,187.88,287.10,281.75,238.65,206.40,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",40.63,205.25,259.85,161.25,76.39,
19,Exceptional Items,55.95,-55.95,0.00,-1.02,0.02,
20,Profit/Loss Before Tax,96.58,149.30,259.85,160.23,76.41,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,9.83,49.35,74.20,50.11,22.60,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,0.81,2.20,5.72,1.42,
25,Tax For Earlier Years,0.00,-0.42,0.13,-0.16,-0.24,
26,Total Tax Expenses,9.83,49.74,76.53,55.67,23.79,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,86.75,99.56,183.32,104.56,52.62,
28,Profit/Loss From Continuing Operations,86.75,99.56,183.32,104.56,52.62,
29,Profit/Loss For The Period,86.75,99.56,183.32,104.56,52.62,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),3.24,3.67,6.80,3.98,2.28,
33,Diluted EPS (Rs.),3.24,3.67,6.79,3.98,2.28,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,58.25,43.35,9.35,4.62,
42,Tax On Dividend,0.00,10.79,0.00,1.90,0.94,
43,Equity Dividend Rate (%),100.00,150.00,125.00,100.00,35.00,
