,0,1,2,3,4,5,6
0,Profit & Loss account of GE T&D India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3153.69,4210.99,4380.07,4251.17,3465.40,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,54.11,207.47,168.16,
5,Revenue From Operations [Net],3153.69,4210.99,4325.96,4043.70,3297.24,
6,Total Operating Revenues,3158.70,4218.82,4331.71,4052.13,3303.36,
7,Other Income,59.51,58.30,240.09,140.70,142.49,
8,Total Revenue,3218.21,4277.12,4571.80,4192.83,3445.85,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1347.20,1622.50,700.41,879.61,2497.04,
11,Operating And Direct Expenses,943.17,1092.36,2278.92,2079.87,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-9.65,83.49,29.38,-125.75,-200.89,
13,Employee Benefit Expenses,420.45,382.91,387.77,403.32,365.42,
14,Finance Costs,68.19,66.43,88.28,165.35,90.64,
15,Depreciation And Amortisation Expenses,78.39,83.22,89.86,88.20,85.73,
16,Other Expenses,672.56,611.64,678.37,775.50,552.03,
17,Total Expenses,3520.31,3942.55,4252.99,4266.10,3389.97,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-302.10,334.57,318.81,-73.27,55.88,
19,Exceptional Items,-53.56,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,-355.66,334.57,318.81,-73.27,55.88,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,5.56,147.20,96.64,33.26,44.29,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-58.66,-25.30,13.41,-58.17,-22.91,
25,Tax For Earlier Years,0.00,0.00,0.00,38.30,0.00,
26,Total Tax Expenses,-53.10,121.90,110.05,13.39,21.38,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-302.56,212.67,208.76,-86.66,34.50,
28,Profit/Loss From Continuing Operations,-302.56,212.67,208.76,-86.66,34.50,
29,Profit/Loss For The Period,-302.56,212.67,208.76,-86.66,34.50,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-11.82,8.31,8.20,-3.40,1.30,
33,Diluted EPS (Rs.),-11.82,8.31,8.20,-3.40,1.30,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,46.09,46.09,46.09,46.09,
42,Tax On Dividend,0.00,9.38,9.38,9.38,9.38,
43,Equity Dividend Rate (%),0.00,90.00,90.00,90.00,90.00,
